mean,std,median,min,max,range,cv,iqr,skewness,kurtosis,trend,first_last_diff,first_last_ratio,volatility,mean_abs_change,max_abs_change,p25,p75,p90,p10,day,date
21.025677104791004,3.3184736348277353,19.76799964904785,16.391000747680664,30.5310001373291,14.139999389648438,0.1578295727784944,3.9035000801086426,1.2301053200928145,0.7450606575238194,-0.08954343897974255,-8.652999877929684,0.7165831502732206,1.0661495069435574,0.7160106458162007,5.979000091552734,18.57200050354004,22.47550058364868,27.048500061035156,17.868000030517578,1,2016-07-01 00:00:00
22.053791602452595,2.8285337119516467,21.104000091552734,18.21999931335449,29.05299949645996,10.833000183105472,0.12825611862756,2.848999977111813,1.0121533890294157,-0.16475915598784407,0.06968759954848879,7.948999404907227,1.3766584235416564,0.9205342257744081,0.7278420096949532,2.6730003356933594,20.26000022888184,23.109000205993652,27.295000076293945,19.274999618530273,2,2016-07-02 00:00:00
26.355916738510132,3.883814876037054,26.344999313354492,18.009000778198242,32.99300003051758,14.983999252319336,0.14736026504296057,5.258250236511234,-0.40612913098220155,-0.5887544031755203,-0.026298131337323734,-9.989999771118168,0.6594511647213248,1.0401463181841035,0.7923158545243113,3.6580009460449183,24.28725004196167,29.545500278472904,31.26949977874756,20.36549949645996,3,2016-07-03 00:00:00
27.36938538153966,3.261447545788409,27.998000144958496,21.173999786376953,33.20399856567383,12.029998779296875,0.11916407695396106,5.328749179840091,-0.24790677099864036,-1.0568281171654297,0.048076523624550296,4.642999649047852,1.214288996551684,1.2186966119352816,0.9419052324796979,4.71299934387207,24.603500366210934,29.932249546051025,31.40999984741211,22.51099967956543,4,2016-07-04 00:00:00
30.139260431130726,2.2970200988505476,30.881999969482425,24.972999572753903,33.415000915527344,8.442001342773441,0.07621355222366254,2.848249912261963,-0.8217593249941066,-0.46588083522968704,0.031048392331024525,3.166000366210941,1.1219662664256973,0.8169382221002117,0.6153263292814551,2.3220005035400426,28.877749919891357,31.72599983215332,32.71099853515625,26.134000778198242,5,2016-07-05 00:00:00
30.099770685036976,1.3980054970860818,30.24900054931641,24.34000015258789,32.99300003051758,8.652999877929688,0.046445719195497066,1.2135009765624964,-1.0955158810517396,3.2720032117872093,-0.017378739474975344,-0.4220008850097621,0.9854044587745724,0.86363565720257,0.5731157403243212,4.431999206542969,29.61599922180176,30.829500198364258,31.69099998474121,28.49099922180176,6,2016-07-06 00:00:00
31.280239423116047,3.723805919275175,31.479999542236328,25.04400062561035,39.112998962402344,14.068998336791992,0.11904659260770518,5.522249221801751,0.3219887071146702,-0.8371102802100667,0.09006758595185638,2.1099987030029297,1.0738769175494634,0.5829572511009098,0.4235789449591384,2.3219985961914062,28.191499710083008,33.71374893188476,36.89699935913086,26.69700050354004,7,2016-07-07 00:00:00
31.360822876294453,1.822116230733085,30.881999969482425,28.77199935913086,35.03300094604492,6.2610015869140625,0.05810167156393134,2.83174991607666,0.510260723818024,-0.848403833584706,0.04233624990776813,-0.5620002746582031,0.9819251835714917,0.4976869941797596,0.413094530607525,1.1259994506835938,29.89699935913086,32.72874927520752,34.36450004577637,29.12400054931641,8,2016-07-08 00:00:00
30.346708357334137,1.2658612064292722,30.31999969482422,27.85700035095215,34.04800033569336,6.190999984741211,0.04171329527814641,2.1800003051757812,0.25896252362797595,-0.4261128513550134,0.024261686572935037,-0.9849987030029261,0.9681776005180093,0.4173938696999636,0.30064221432334504,1.5480003356933594,29.12400054931641,31.30400085449219,31.90250015258789,28.77199935913086,9,2016-07-09 00:00:00
29.36104170481364,0.9413831830264338,29.47500038146973,27.364999771118164,32.007999420166016,4.642999649047852,0.032062322328028886,1.125,0.2324982041342425,0.14631147086542473,0.009997827361215973,-0.843999862670902,0.9713655690670828,0.41480555686029646,0.3228631471332748,1.055999755859375,28.70199966430664,29.82699966430664,30.67099952697754,28.06800079345703,10,2016-07-10 00:00:00
31.68688529729843,2.11187104935402,31.901999473571777,28.56100082397461,36.018001556396484,7.457000732421875,0.06664811102573323,3.745499610900886,0.05116241117524308,-1.2296166232908425,0.05798239931747163,3.7280006408691406,1.130527661262479,0.6030765842844007,0.4687157881887337,1.8290023803711009,29.54599952697754,33.291499137878425,34.46999931335449,28.982999801635746,11,2016-07-11 00:00:00
