mean,std,median,min,max,range,cv,iqr,skewness,kurtosis,trend,first_last_diff,first_last_ratio,volatility,mean_abs_change,max_abs_change,p25,p75,p90,p10,day,date
29.131479104359943,3.736837541769468,27.3462495803833,25.69849967956543,38.6619987487793,12.963499069213867,0.12827489906649459,3.6253757476806605,1.381277321712733,0.9379478245717254,-0.47756413335385645,-12.743999481201172,0.6703740134075828,0.7607982930926627,0.5923043955927313,2.8564987182617188,26.577374458312992,30.202750205993652,35.60805053710937,25.983849716186523,1,2016-07-01 00:00:00
26.842687288920086,1.2347972711104385,26.2475004196167,25.478500366210927,29.653499603271484,4.1749992370605575,0.046001253817091865,1.8128762245178187,0.9248469794577605,-0.43186816864713773,0.14282152590544284,1.3185005187988281,1.0508720023172542,0.47702359654216053,0.36302168472953555,1.317998886108402,25.917999267578125,27.730875492095944,28.70850009918213,25.69849967956543,2,2016-07-02 00:00:00
29.90054194132487,1.8777239621581578,29.54349994659424,27.236499786376953,32.94900131225586,5.712501525878906,0.06279899427384616,3.2960014343261683,0.2955402355743208,-1.4474060378979277,0.19708912890890248,1.757999420166012,1.0635218646426554,0.6875643888499885,0.4967392631199051,1.7580013275146449,28.11549949645996,31.41150093078613,32.66364936828613,27.741500663757325,3,2016-07-03 00:00:00
31.630895614624023,3.239250094097783,31.631000518798828,27.67600059509277,37.78350067138672,10.107500076293949,0.10240778931976144,4.778748512268066,0.5038560384665789,-0.9778869489197168,0.291375873399817,2.6370010375976562,1.0909498891074827,1.144311557371076,0.821608501931896,3.0764999389648438,28.55500030517578,33.33374881744385,36.77264938354492,28.027349853515624,4,2016-07-04 00:00:00
31.8872709274292,1.5917089308685914,31.740750312805176,28.77449989318848,34.487499237060554,5.712999343872074,0.049916749993785606,2.4723744392394984,-0.32195609747965137,-0.8449429735855594,0.15763367860213548,1.7574977874755895,1.0559507739330305,0.8732003368037017,0.6687609631082287,1.9770011901855398,30.916625499725345,33.388999938964844,33.54265098571777,29.631200408935545,5,2016-07-05 00:00:00
33.39783318837484,0.9877641973474047,33.05924987792969,32.290000915527344,36.24549865722656,3.9554977416992188,0.029575697075199088,1.0984992980957031,1.4171901660478379,1.6592516996525206,0.03868090422257027,0.0,1.0,0.7274126275585481,0.4968258401621943,2.417499542236328,32.72949981689453,33.827999114990234,34.794798660278325,32.50964851379395,6,2016-07-06 00:00:00
38.76281261444092,5.520418871020909,38.4422492980957,32.949501037597656,49.86800003051758,16.918498992919922,0.1424153331165732,9.008623123168945,0.6149086008008599,-0.856013601264499,0.555705791970958,5.27299880981446,1.1568947910432228,1.7148460846535982,1.2419130076532776,4.8339996337890625,33.60850143432617,42.61712455749512,47.45089988708496,33.015350341796875,7,2016-07-07 00:00:00
41.2622709274292,3.930893828062724,40.63974952697754,36.24549865722656,48.54999923706055,12.304500579833984,0.09526605636844995,7.031625747680671,0.3213626660894953,-1.3135740874329147,0.3563337110436469,1.7574996948242259,1.0459801615380548,1.1419218943810199,0.9935435419497279,2.196998596191399,37.72812557220459,44.75975131988526,46.814151000976565,36.53085060119629,8,2016-07-08 00:00:00
39.99879169464111,2.3647527492945,39.98050117492676,36.46500015258789,44.15549850463867,7.690498352050781,0.05912060462594725,4.229626655578613,0.09650179835057938,-1.2251395662654518,0.21208262899647468,0.43900299072265625,1.0111644521020053,0.8245057727091025,0.6687824415123981,2.197002410888672,38.05774974822998,42.287376403808594,42.99065017700195,36.816351318359374,9,2016-07-09 00:00:00
39.12906265258789,1.7843154166421449,39.10150146484375,36.68450164794922,42.617000579833984,5.932498931884766,0.045600770774511135,2.801751136779778,0.303869014462279,-1.0030823490226144,0.1535258881942081,-0.21999740600585938,0.9944051622566974,0.6429873345048669,0.544565117877462,1.5380020141601491,37.5634994506836,40.36525058746338,41.67249946594238,36.75050086975098,10,2016-07-10 00:00:00
38.33256244659424,2.2533132770141364,38.33275032043457,34.487499237060554,42.83700180053711,8.349502563476555,0.05878326762405987,2.472123146057129,0.29766311392146183,-0.45056757093884503,0.1431106534211522,-0.43899917602540484,0.9887093045981022,1.0263480962755591,0.7833917037300435,2.417499542236328,37.124000549316406,39.596123695373535,41.386800384521486,35.432350158691406,11,2016-07-11 00:00:00
42.168583393096924,4.205740396008452,41.847999572753906,36.90449905395508,49.42900085449219,12.52450180053711,0.09973634534512107,8.459376335144043,0.25099997201266344,-1.441886225075554,0.40075568655262794,3.076000213623054,1.0800156110595607,1.2576975183570371,0.9553479733674419,2.4174995422363352,37.948123931884766,46.40750026702881,47.31915054321289,37.25585021972657,12,2016-07-12 00:00:00
40.776978969573975,2.126369386811516,40.41999816894531,37.124000549316406,44.81449890136719,7.690498352050781,0.052146319824186126,3.461125373840325,0.2383281219600977,-0.8885563526383256,0.08511981632398426,-3.7354965209960938,0.9090666469552995,1.5363582684827755,0.9458044300908621,5.0540008544921875,38.88150024414063,42.34262561798096,43.71549987792969,38.72819900512695,13,2016-07-13 00:00:00
37.80147886276245,3.1369453798187448,37.78300094604492,32.94900131225586,43.49599838256836,10.5469970703125,0.08298472637029268,4.284501075744629,0.2739991845905199,-0.8094097786929644,-0.09591410927150673,-4.614002227783203,0.8778815310522287,1.4149373732710682,0.9457820394764775,5.053501129150391,35.531124114990234,39.81562519073486,42.70479850769043,33.60850143432617,14,2016-07-14 00:00:00
