action,target,feature,spearman,abs_spearman
oracle_gain_vs_gelu,oracle_gain_vs_gelu,pred_to_seq_ratio,-0.735284485661027,0.735284485661027
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_freq_dominant_period_to_horizon_ratio,0.7166666666666667,0.7166666666666667
oracle_gain_vs_gelu,oracle_gain_vs_gelu,pred_len,-0.6582805886043832,0.6582805886043832
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_timefreq_burstiness_index,-0.5499999999999999,0.5499999999999999
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_local_roughness_ratio,0.5,0.5
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_multivar_cross_channel_mean_abs_corr,0.48333333333333334,0.48333333333333334
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_trend_to_noise_ratio,-0.4666666666666666,0.4666666666666666
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_volatility_shock,-0.39999999999999997,0.39999999999999997
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_timefreq_rolling_spectral_entropy_std,0.39999999999999997,0.39999999999999997
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_timefreq_dominant_frequency_drift,0.39999999999999997,0.39999999999999997
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_robust_scale_ratio,0.35,0.35
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_outlier_mass_z3,0.35,0.35
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_max_abs_change,-0.33665016461206926,0.33665016461206926
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_jump_intensity,-0.33665016461206926,0.33665016461206926
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_multivar_target_channel_dominance,0.33333333333333337,0.33333333333333337
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_volatility,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_std,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_cv,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_range,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_mean_abs_change,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_realized_volatility,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_upside_volatility,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_downside_volatility,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_momentum,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_trend_consistency,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_lag1_autocorr,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_max_drawdown,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_max_drawup,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_direction_entropy,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_dominant_frequency_energy_ratio,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_top3_frequency_energy_ratio,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_low_freq_energy_ratio,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_daily_cycle_energy_ratio,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_freq_seasonal_peak_strength,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_freq_harmonic_energy_ratio,-0.2970442628930023,0.2970442628930023
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_freq_high_freq_noise_share,0.26666666666666666,0.26666666666666666
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_trend,0.21783245945486837,0.21783245945486837
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_cumulative_change,0.21783245945486837,0.21783245945486837
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_mean_reversion_strength,-0.21783245945486837,0.21783245945486837
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_tail_ratio,-0.21783245945486837,0.21783245945486837
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_anomaly_density_intensity,0.21666666666666667,0.21666666666666667
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_iqr_mad_ratio,0.21666666666666667,0.21666666666666667
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_late_early_level_shift,0.16666666666666669,0.16666666666666669
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_turbulence_score,-0.15,0.15
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_freq_spectral_entropy,0.15,0.15
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_timefreq_phase_concentration,-0.15,0.15
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_volatility_ratio_late_early,-0.1386206560167344,0.1386206560167344
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_time_dynamic_range_log,0.13333333333333333,0.13333333333333333
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_mean,0.09999999999999999,0.09999999999999999
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_norm_normalization_drift_score,0.09999999999999999,0.09999999999999999
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_multivar_channel_heterogeneity_cv,0.06666666666666667,0.06666666666666667
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_skewness,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_reversal_rate,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_spectral_entropy,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_mid_freq_energy_ratio,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_high_freq_energy_ratio,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_spectral_centroid,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_spectral_bandwidth,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_spectral_flatness,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_multivar_missing_or_constant_channel_ratio,-0.05940885257860046,0.05940885257860046
oracle_gain_vs_gelu,oracle_gain_vs_gelu,router_multivar_correlation_condition_number,-0.049999999999999996,0.049999999999999996
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_kurtosis,0.019802950859533486,0.019802950859533486
oracle_gain_vs_gelu,oracle_gain_vs_gelu,input_mean_crossing_rate,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,pred_to_seq_ratio,-0.803683042466704,0.803683042466704
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_freq_dominant_period_to_horizon_ratio,0.7833333333333333,0.7833333333333333
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,pred_len,-0.7764335147641444,0.7764335147641444
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_robust_scale_ratio,0.6,0.6
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_outlier_mass_z3,0.6,0.6
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_trend_to_noise_ratio,-0.5666666666666667,0.5666666666666667
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_multivar_cross_channel_mean_abs_corr,0.5499999999999999,0.5499999999999999
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_local_roughness_ratio,0.5333333333333333,0.5333333333333333
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_iqr_mad_ratio,0.5,0.5
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_multivar_target_channel_dominance,0.5,0.5
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_late_early_level_shift,0.41666666666666663,0.41666666666666663
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_volatility_shock,-0.39999999999999997,0.39999999999999997
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_timefreq_rolling_spectral_entropy_std,0.39999999999999997,0.39999999999999997
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_mean,0.3666666666666667,0.3666666666666667
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_timefreq_burstiness_index,-0.35,0.35
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_volatility,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_std,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_cv,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_range,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_mean_abs_change,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_realized_volatility,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_upside_volatility,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_downside_volatility,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_momentum,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_trend_consistency,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_lag1_autocorr,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_max_drawdown,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_max_drawup,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_direction_entropy,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_dominant_frequency_energy_ratio,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_top3_frequency_energy_ratio,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_low_freq_energy_ratio,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_daily_cycle_energy_ratio,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_freq_seasonal_peak_strength,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_freq_harmonic_energy_ratio,-0.33665016461206926,0.33665016461206926
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_time_dynamic_range_log,0.33333333333333337,0.33333333333333337
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_timefreq_dominant_frequency_drift,0.31666666666666665,0.31666666666666665
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_freq_high_freq_noise_share,0.3,0.3
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_max_abs_change,-0.2970442628930023,0.2970442628930023
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_jump_intensity,-0.2970442628930023,0.2970442628930023
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_norm_normalization_drift_score,0.26666666666666666,0.26666666666666666
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_anomaly_density_intensity,0.25,0.25
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_timefreq_phase_concentration,-0.2333333333333333,0.2333333333333333
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_volatility_ratio_late_early,-0.21783245945486837,0.21783245945486837
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_trend,0.1386206560167344,0.1386206560167344
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_cumulative_change,0.1386206560167344,0.1386206560167344
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_mean_reversion_strength,-0.1386206560167344,0.1386206560167344
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_tail_ratio,-0.1386206560167344,0.1386206560167344
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_multivar_channel_heterogeneity_cv,0.13333333333333333,0.13333333333333333
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_multivar_correlation_condition_number,-0.08333333333333334,0.08333333333333334
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_turbulence_score,-0.06666666666666667,0.06666666666666667
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_kurtosis,0.05940885257860046,0.05940885257860046
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_mean_crossing_rate,-0.05940885257860046,0.05940885257860046
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_skewness,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_reversal_rate,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_spectral_entropy,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_mid_freq_energy_ratio,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_high_freq_energy_ratio,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_spectral_centroid,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_spectral_bandwidth,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,input_spectral_flatness,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_multivar_missing_or_constant_channel_ratio,-0.019802950859533486,0.019802950859533486
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,router_freq_spectral_entropy,-0.016666666666666666,0.016666666666666666
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_time_robust_scale_ratio,-0.7,0.7
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_time_outlier_mass_z3,-0.7,0.7
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_time_iqr_mad_ratio,-0.6666666666666667,0.6666666666666667
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_turbulence_score,-0.5499999999999999,0.5499999999999999
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_time_late_early_level_shift,-0.5499999999999999,0.5499999999999999
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_cross_channel_mean_abs_corr,-0.5166666666666667,0.5166666666666667
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_time_dynamic_range_log,-0.48333333333333334,0.48333333333333334
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_skewness,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_reversal_rate,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_entropy,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_mid_freq_energy_ratio,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_high_freq_energy_ratio,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_centroid,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_bandwidth,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_flatness,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_missing_or_constant_channel_ratio,-0.47527082062880366,0.47527082062880366
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_freq_spectral_entropy,0.4666666666666666,0.4666666666666666
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_trend,0.43566491890973674,0.43566491890973674
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_cumulative_change,0.43566491890973674,0.43566491890973674
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_mean_reversion_strength,-0.43566491890973674,0.43566491890973674
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_tail_ratio,-0.43566491890973674,0.43566491890973674
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_mean,-0.43333333333333335,0.43333333333333335
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_correlation_condition_number,-0.43333333333333335,0.43333333333333335
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_channel_heterogeneity_cv,-0.43333333333333335,0.43333333333333335
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_kurtosis,0.3960590171906697,0.3960590171906697
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_mean_crossing_rate,-0.3960590171906697,0.3960590171906697
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_max_abs_change,-0.3168472137525358,0.3168472137525358
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_jump_intensity,-0.3168472137525358,0.3168472137525358
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,router_freq_dominant_period_to_horizon_ratio,-0.31666666666666665,0.31666666666666665
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_volatility_ratio_late_early,-0.2772413120334688,0.2772413120334688
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,pred_len,0.2616243364966138,0.2616243364966138
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_volatility,-0.23763541031440183,0.23763541031440183
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_std,-0.23763541031440183,0.23763541031440183
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,input_cv,-0.23763541031440183,0.23763541031440183
