dataset,pred_len,features,target,activation,encoder_activation,decoder_activation,output_activation,activation_signature,activation_family,amplitude,lee_type,baseline_activation,baseline_activation_signature,factor,sample_count,seed_count,start_bin,middle_bin,end_bin,target_win_rate_start,target_win_rate_middle,target_win_rate_end,target_win_rate_end_minus_start,target_win_rate_end_minus_middle,target_win_rate_spread,target_win_rate_slope,aggregate_relative_target_mse_change_start,aggregate_relative_target_mse_change_middle,aggregate_relative_target_mse_change_end,aggregate_relative_target_mse_change_end_minus_start,aggregate_relative_target_mse_change_end_minus_middle,aggregate_relative_target_mse_change_spread,aggregate_relative_target_mse_change_slope,relative_target_mse_change_mean_start,relative_target_mse_change_mean_middle,relative_target_mse_change_mean_end,relative_target_mse_change_mean_end_minus_start,relative_target_mse_change_mean_end_minus_middle,relative_target_mse_change_mean_spread,relative_target_mse_change_mean_slope,target_mse_delta_mean_start,target_mse_delta_mean_middle,target_mse_delta_mean_end,target_mse_delta_mean_end_minus_start,target_mse_delta_mean_end_minus_middle,target_mse_delta_mean_spread,target_mse_delta_mean_slope,all_win_rate_start,all_win_rate_middle,all_win_rate_end,all_win_rate_end_minus_start,all_win_rate_end_minus_middle,all_win_rate_spread,all_win_rate_slope,aggregate_relative_all_mse_change_start,aggregate_relative_all_mse_change_middle,aggregate_relative_all_mse_change_end,aggregate_relative_all_mse_change_end_minus_start,aggregate_relative_all_mse_change_end_minus_middle,aggregate_relative_all_mse_change_spread,aggregate_relative_all_mse_change_slope,relative_all_mse_change_mean_start,relative_all_mse_change_mean_middle,relative_all_mse_change_mean_end,relative_all_mse_change_mean_end_minus_start,relative_all_mse_change_mean_end_minus_middle,relative_all_mse_change_mean_spread,relative_all_mse_change_mean_slope,all_mse_delta_mean_start,all_mse_delta_mean_middle,all_mse_delta_mean_end,all_mse_delta_mean_end_minus_start,all_mse_delta_mean_end_minus_middle,all_mse_delta_mean_spread,all_mse_delta_mean_slope,relative_target_mse_change_spearman,target_win_spearman,relative_all_mse_change_spearman,all_win_spearman,best_target_bin,worst_target_bin,aggregate_best_target_bin,aggregate_worst_target_bin,factor_conditioned,aggregate_factor_conditioned
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,anomaly_density_intensity,41760,3,low,mid,high,0.5518013433747201,0.5801714898177921,0.4597536179882789,-0.09204772538644118,-0.12041787182951319,0.12041787182951319,-0.04602386269322059,0.03307197615504265,0.13479147851467133,0.014893883839249611,-0.018178092315793037,-0.11989759467542171,0.11989759653806686,-0.009089046157896496,-0.19108543980969916,-0.19967400618392753,-0.481220048104278,-0.2901346082945788,-0.2815460419203505,0.2901346082945788,-0.14506730414728936,0.0071179866790771484,0.027729138731956482,0.0018556863069534302,-0.005262300372123718,-0.025873452425003052,0.025873452425003052,-0.002631150186061854,0.5318542641970283,0.5306002143622722,0.4483913407487143,-0.08346292344831402,-0.08220887361355794,0.08346292344831402,-0.041731461724156996,0.04734872654080391,0.029124761000275612,-0.03663894906640053,-0.08398767560720444,-0.06576371006667614,0.08398767560720444,-0.04199383780360221,-0.0788628658090427,-0.07766910155342083,-0.21143132740886883,-0.13256846159982613,-0.133762225855448,0.133762225855448,-0.06628423079991304,0.010503560304641724,0.007602185010910034,-0.006403937935829163,-0.016907498240470886,-0.014006122946739197,0.016907498240470886,-0.00845374912023544,-0.07362221596172323,-0.06087194609135817,-0.06720540738600701,-0.05149991032539337,low,high,mid,high,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,cv,41760,3,low,mid,high,0.5636715566422168,0.6144936144936145,0.45979878606468777,-0.10387277057752903,-0.15469482842892673,0.15469482842892673,-0.05193638528876451,0.12769989669322968,0.08360043913125992,-0.022061655297875404,-0.14976155199110508,-0.10566209442913532,0.14976155757904053,-0.07488077599555253,-0.1791566388698549,-0.13124734363722565,-0.4758354970129296,-0.2966788581430747,-0.3445881533757039,0.3445881533757039,-0.14833942907153727,0.02324242889881134,0.021962210536003113,-0.0033493489027023315,-0.026591777801513672,-0.025311559438705444,0.026591777801513672,-0.013295888900756832,0.5240423797881011,0.5707355707355707,0.4519830381641307,-0.07205934162397037,-0.11875253257143997,0.11875253257143997,-0.03602967081198523,0.028670715168118477,0.05430397018790245,-0.006610980723053217,-0.035281695891171694,-0.06091495091095567,0.06091495230793953,-0.017640847945585836,-0.07727893043235062,-0.0447047656606287,-0.20044397958143736,-0.12316504914908674,-0.15573921392080867,0.15573921392080867,-0.06158252457454334,0.007962197065353394,0.010082721710205078,-0.001250043511390686,-0.00921224057674408,-0.011332765221595764,0.011332765221595764,-0.004606120288372038,-0.09232760868812032,-0.06529116540962766,-0.06663496430943487,-0.049971537617925936,mid,high,low,high,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,kurtosis,41760,3,low,mid,high,0.5749140154772141,0.49431463201299514,0.5867618247970893,0.011847809319875169,0.09244719278409413,0.09244719278409413,0.005923904659937512,0.13535849750041962,0.009977046400308609,0.08251552283763885,-0.05284297466278076,0.07253847643733025,0.1253814548254013,-0.0264214873313904,-0.1649295673595196,-0.39746125940833804,-0.15883456023388076,0.006095007125638846,0.23862669917445728,0.23862669917445728,0.003047503562819416,0.023259669542312622,0.0016806870698928833,0.024928152561187744,0.001668483018875122,0.02324746549129486,0.02324746549129486,0.0008342415094375575,0.531384350816853,0.4831313257528427,0.5412818359921634,0.009897485175310416,0.05815051023932072,0.05815051023932072,0.004948742587655156,0.040266167372465134,-0.0021430549677461386,0.032207973301410675,-0.008058194071054459,0.034351028269156814,0.042409222573041916,-0.004029097035527238,-0.06311767262075839,-0.15779019578438921,-0.0950684322361964,-0.031950759615438015,0.06272176354819281,0.09467252316363083,-0.015975379807719004,0.010050997138023376,-0.00040362775325775146,0.008753865957260132,-0.0012971311807632446,0.009157493710517883,0.010454624891281128,-0.0006485655903816245,-0.05163895528967633,-0.02022176670928933,-0.03894463817737356,-0.012935474513102459,high,mid,low,mid,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,max_abs_change,41760,3,low,mid,high,0.5475784660153814,0.5433220261024551,0.5801282051282052,0.03254973911282377,0.03680617902575012,0.03680617902575012,0.016274869556411917,0.0746992751955986,0.08536642044782639,0.03642252832651138,-0.03827674686908722,-0.048943892121315,0.048943892121315,-0.019138373434543606,-0.2595673004684016,-0.24790272639586525,-0.03250814736034394,0.22705915310805766,0.2153945790355213,0.22705915310805766,0.11352957655402884,0.012916043400764465,0.018587052822113037,0.012417346239089966,-0.0004986971616744995,-0.006169706583023071,0.006169706583023071,-0.000249348580837247,0.5096653502390356,0.521186684298281,0.5256410256410257,0.015975675401990075,0.004454341342744694,0.015975675401990075,0.00798783770099509,0.03751151263713837,0.012745088897645473,-0.0005688417586497962,-0.03808035439578816,-0.01331393065629527,0.038080353289842606,-0.019040177197894078,-0.10697157967939512,-0.10326617511053067,-0.03247631322613952,0.0744952664532556,0.07078986188439115,0.0744952664532556,0.037247633226627795,0.0077497512102127075,0.003265887498855591,-0.0003191828727722168,-0.008068934082984924,-0.0035850703716278076,0.008068934082984924,-0.004034467041492461,-0.029523766545572108,-0.0027182840105098235,-0.023073527172287334,0.001953462725022117,high,low,mid,high,True,False
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,mean,41760,3,low,mid,high,0.5438863521055302,0.533800724301235,0.612932195779075,0.06904584367354483,0.07913147147783994,0.07913147147783994,0.03452292183677236,0.03804284706711769,0.0885864645242691,0.27791261672973633,0.23986976966261864,0.18932615220546722,0.23986977338790894,0.11993488483130929,-0.24019233453525296,-0.30628596030615984,-0.040787231908660224,0.19940510262659272,0.2654987283974996,0.2654987283974996,0.09970255131329638,0.008767768740653992,0.015823841094970703,0.035650916397571564,0.026883147656917572,0.01982707530260086,0.026883147656917572,0.013441573828458784,0.5072298325722984,0.5122574055158324,0.5518634934889987,0.04463366091670029,0.039606087973166226,0.04463366091670029,0.022316830458350145,0.01907389797270298,0.030567793175578117,0.019164640456438065,9.074248373508453e-05,-0.011403152719140053,0.011493895202875137,4.537124186754139e-05,-0.10985140442557756,-0.1208691503577874,-0.00988456156787897,0.09996684285769859,0.11098458878990844,0.11098458878990844,0.049983421428849276,0.004191607236862183,0.007396265864372253,0.003980681300163269,-0.00021092593669891357,-0.0034155845642089844,0.0034155845642089844,-0.00010546296834945519,0.07127804080370959,0.03488233167140303,0.03183320457684161,0.010639493889743832,high,mid,high,low,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,mean_abs_change,41760,3,low,mid,high,0.5363121297965491,0.5623542077875471,0.5197934595524957,-0.0165186702440534,-0.042560748235051404,0.042560748235051404,-0.008259335122026746,0.0462491549551487,0.12274453043937683,0.07809416204690933,0.031845007091760635,-0.0446503683924675,0.07649537920951843,0.015922503545880325,-0.2819009825691119,-0.1972309313318437,-0.40193519341069844,-0.12003421084158655,-0.20470426207885475,0.20470426207885475,-0.06001710542079323,0.008680880069732666,0.024375051259994507,0.016110092401504517,0.007429212331771851,-0.00826495885848999,0.01569417119026184,0.0037146061658859257,0.5140355395312902,0.5165978826484837,0.5025817555938038,-0.011453783937486417,-0.014016127054679917,0.014016127054679917,-0.005726891968743162,0.04515307769179344,0.003574617672711611,-0.001269908738322556,-0.046422986430116,-0.004844526411034167,0.046422988176345825,-0.023211493215058,-0.09560681161540642,-0.11493895474125244,-0.13214610515038822,-0.036539293534981795,-0.01720715040913577,0.036539293534981795,-0.018269646767490894,0.009853959083557129,0.0008510202169418335,-0.000391155481338501,-0.01024511456489563,-0.0012421756982803345,0.01024511456489563,-0.005122557282447814,0.040411821502565046,0.03973455454215054,0.017857803461184263,0.024240204684447764,mid,high,mid,low,True,False
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,range,41760,3,low,mid,high,0.5472851492268967,0.544969272865922,,,,0.0023158763609747446,-0.0023158763609748,0.04665645211935043,0.12475112080574036,,,,0.07809466868638992,0.0780946686863899,-0.21980225663838582,-0.28201298815626674,,,,0.062210731517880924,-0.06221073151788088,0.011254683136940002,0.018784329295158386,,,,0.007529646158218384,0.00752964615821838,0.5285354702830432,0.5023998564571839,,,,0.026135613825859272,-0.026135613825859383,0.04013270512223244,0.0083118611946702,,,,0.03182084485888481,-0.03182084392756223,-0.08611246096009484,-0.12125291639087152,,,,0.03514045543077668,-0.03514045543077665,0.010580778121948242,0.0016663521528244019,,,,0.00891442596912384,-0.00891442596912384,0.023740500803581553,0.005678839227191084,-0.020040472213327814,-0.02874035246169743,low,mid,mid,low,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,skewness,41760,3,low,mid,high,0.5716148549968705,0.5061321376763814,0.5615736998113716,-0.010041155185498862,0.055441562134990185,0.06548271732048905,-0.005020577592749434,0.1126171126961708,0.03065849468111992,0.07745306938886642,-0.03516404330730438,0.046794574707746506,0.08195862174034119,-0.017582021653652205,-0.17948868935256465,-0.38480033282310333,-0.17364148141802174,0.0058472079345429084,0.2111588514050816,0.2111588514050816,0.0029236039672714477,0.020937830209732056,0.004803508520126343,0.02204030752182007,0.0011024773120880127,0.017236799001693726,0.017236799001693726,0.0005512386560440008,0.5302002920926351,0.48905446393248053,0.5264079762867152,-0.003792315805919877,0.037353512354234675,0.04114582816015455,-0.0018961579029599662,0.040880344808101654,-0.01436548214405775,0.042215194553136826,0.0013348497450351715,0.056580676697194576,0.05658067762851715,0.00066742487251757,-0.06290966619871122,-0.16117803875440062,-0.098209685597,-0.03530001939828878,0.06296835315740062,0.0982683725556894,-0.017650009699144403,0.010568857192993164,-0.0026048123836517334,0.010779127478599548,0.00021027028560638428,0.013383939862251282,0.013383939862251282,0.00010513514280318996,-0.06813532536895078,-0.03771639188515355,-0.054777071364407286,-0.03167788268391761,high,mid,low,mid,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,std,41760,3,low,mid,high,0.5514366796736432,0.5356242253280336,0.6514837819185645,0.1000471022449213,0.11585955659053093,0.11585955659053093,0.05002355112246062,0.05047355219721794,0.11381755769252777,0.14971284568309784,0.0992392934858799,0.03589528799057007,0.0992392897605896,0.049619646742939956,-0.2079696126163391,-0.3069971813862692,0.09289510403049556,0.3008647166468347,0.39989228541676475,0.39989228541676475,0.15043235832341725,0.013249725103378296,0.017225950956344604,0.00739191472530365,-0.005857810378074646,-0.009834036231040955,0.009834036231040955,-0.0029289051890373226,0.5200425682866264,0.5131854511262127,0.47342995169082125,-0.04661261659580518,-0.03975549943539147,0.04661261659580518,-0.02330630829790259,0.029091857373714447,0.023942142724990845,-0.011532941833138466,-0.04062479920685291,-0.03547508455812931,0.040624797344207764,-0.020312399603426456,-0.09986813730421115,-0.11250187549620318,-0.04007349017513575,0.0597946471290754,0.07242838532106743,0.07242838532106743,0.029897323564537684,0.0077665746212005615,0.0049158185720443726,-0.002246677875518799,-0.01001325249671936,-0.007162496447563171,0.01001325249671936,-0.005006626248359679,0.019106216033941296,-0.0056880438692476455,-0.011151801614519508,-0.02445562054670768,high,mid,high,low,True,True
Solar1,96,M,Power,gelu,tanh,gelu,linear,act=gelu|enc=tanh|dec=gelu|out=linear|a=0|lee=1,baseline,0.0,1,gelu,act=gelu|enc=gelu|dec=gelu|out=linear|a=0|lee=1,trend,41760,3,down,flat,up,0.49553264604811,0.5741118536756947,0.5335760827903411,0.038043436742231096,-0.04053577088535365,0.07857920762758475,0.019021718371115545,-0.11409381777048111,0.07799451798200607,0.10646671801805496,0.22056053578853607,0.02847220003604889,0.22056053578853607,0.11028026789426802,-0.4241586510099221,-0.16368619748123206,-0.2921370617298567,0.1320215892800654,-0.12845086424862465,0.2604724535286901,0.06601079464003276,-0.04332539439201355,0.018812894821166992,0.016614317893981934,0.05993971228599548,-0.0021985769271850586,0.06213828921318054,0.029969856142997745,0.5140893470790378,0.5381639113612381,0.5017631276351092,-0.012326219443928532,-0.03640078372612887,0.03640078372612887,-0.006163109721964277,0.031567130237817764,0.04387453943490982,0.01577109843492508,-0.015796031802892685,-0.02810344099998474,0.02810344099998474,-0.007898015901446342,-0.09926807672578258,-0.07409494674877237,-0.1219527720560388,-0.022684695330256216,-0.04785782530726643,0.04785782530726643,-0.011342347665128101,0.00772470235824585,0.009452909231185913,0.003737509250640869,-0.0039871931076049805,-0.005715399980545044,0.005715399980545044,-0.001993596553802489,0.058776102365309675,0.022873721039751774,0.02013870192926037,0.003499494236411422,flat,down,up,down,True,True
