date,Total_Irradiance,Global_Irradiance,Direct_Irradiance,Temperature,Atmosphere,Power
2019-01-01 00:00:00,0,0,0,0.6,1037.9,0.0
2019-01-01 00:15:00,0,0,0,0.5,1037.9,0.0
2019-01-01 00:30:00,0,0,0,0.5,1037.6,0.0
2019-01-01 00:45:00,0,0,0,0.5,1037.5,0.0
2019-01-01 01:00:00,0,0,0,0.3,1037.5,0.0
2019-01-01 01:15:00,0,0,0,0.4,1037.5,0.0
2019-01-01 01:30:00,0,0,0,0.4,1037.5,0.0
2019-01-01 01:45:00,0,0,0,0.3,1037.5,0.0
2019-01-01 02:00:00,0,0,0,0.3,1037.5,0.0
2019-01-01 02:15:00,0,0,0,0.3,1037.3,0.0
2019-01-01 02:30:00,0,0,0,0.4,1037.3,0.0
2019-01-01 02:45:00,0,0,0,0.4,1037.1,0.0
2019-01-01 03:00:00,0,0,0,0.4,1037.0,0.0
2019-01-01 03:15:00,0,0,0,0.5,1036.8,0.0
2019-01-01 03:30:00,0,0,0,0.5,1036.7,0.0
2019-01-01 03:45:00,0,0,0,0.6,1036.6,0.0
2019-01-01 04:00:00,0,0,0,0.5,1036.5,0.0
2019-01-01 04:15:00,0,0,0,0.6,1036.4,0.0
2019-01-01 04:30:00,0,0,0,0.6,1036.5,0.0
2019-01-01 04:45:00,0,0,0,0.6,1036.6,0.0
2019-01-01 05:00:00,0,0,0,0.5,1036.5,0.0
2019-01-01 05:15:00,0,0,0,0.6,1036.8,0.0
2019-01-01 05:30:00,0,0,0,0.7,1036.7,0.0
2019-01-01 05:45:00,0,0,0,0.7,1036.5,0.0
2019-01-01 06:00:00,0,0,0,0.7,1036.5,0.0
2019-01-01 06:15:00,0,0,0,0.7,1036.8,0.0
2019-01-01 06:30:00,0,0,0,0.6,1036.8,0.0
2019-01-01 06:45:00,0,0,0,0.6,1036.9,0.0
2019-01-01 07:00:00,0,0,0,0.7,1037.0,0.0
2019-01-01 07:15:00,0,0,0,0.7,1037.0,0.0
2019-01-01 07:30:00,1,1,0,0.6,1037.1,0.0
2019-01-01 07:45:00,6,5,0,0.6,1037.2,0.22
2019-01-01 08:00:00,13,10,0,0.7,1037.4,0.94
2019-01-01 08:15:00,23,17,0,0.7,1037.5,1.9
2019-01-01 08:30:00,35,26,0,0.8,1037.6,3.31
2019-01-01 08:45:00,49,37,0,0.9,1037.8,4.88
2019-01-01 09:00:00,66,49,0,1.1,1037.7,6.79
2019-01-01 09:15:00,88,65,0,1.2,1037.7,9.12
2019-01-01 09:30:00,84,63,0,1.5,1037.7,8.92
2019-01-01 09:45:00,110,81,0,1.7,1037.4,11.41
2019-01-01 10:00:00,140,103,0,1.7,1037.1,14.47
2019-01-01 10:15:00,157,114,0,1.9,1037.0,16.85
2019-01-01 10:30:00,176,128,0,2.0,1036.9,18.69
2019-01-01 10:45:00,179,131,0,2.0,1036.8,18.83
2019-01-01 11:00:00,179,132,0,2.1,1036.5,19.09
2019-01-01 11:15:00,166,123,0,2.3,1036.5,17.74
2019-01-01 11:30:00,153,112,0,2.4,1036.3,16.67
2019-01-01 11:45:00,148,109,0,2.5,1035.9,15.64
2019-01-01 12:00:00,221,156,0,2.6,1035.1,24.31
2019-01-01 12:15:00,209,155,0,2.7,1034.7,22.02
2019-01-01 12:30:00,218,161,0,2.7,1034.6,25.36
2019-01-01 12:45:00,211,145,0,2.8,1034.4,24.48
2019-01-01 13:00:00,248,172,0,2.9,1034.1,29.93
2019-01-01 13:15:00,690,537,0,3.4,1033.5,74.18
2019-01-01 13:30:00,657,510,0,4.7,1033.3,64.17
2019-01-01 13:45:00,655,501,0,4.1,1033.0,51.1
2019-01-01 14:00:00,597,463,0,4.5,1032.6,55.71
2019-01-01 14:15:00,554,426,0,4.5,1032.6,62.99
2019-01-01 14:30:00,513,391,0,4.6,1032.2,57.99
2019-01-01 14:45:00,486,365,0,4.5,1032.2,54.58
2019-01-01 15:00:00,435,320,0,4.9,1032.4,48.57
2019-01-01 15:15:00,107,78,0,4.9,1032.4,10.88
2019-01-01 15:30:00,422,289,0,5.4,1032.3,45.11
2019-01-01 15:45:00,192,136,0,5.2,1032.3,21.99
2019-01-01 16:00:00,100,69,0,4.2,1032.4,10.64
2019-01-01 16:15:00,163,113,0,4.5,1032.5,14.47
2019-01-01 16:30:00,51,38,0,4.6,1032.7,5.06
2019-01-01 16:45:00,38,28,0,4.5,1032.8,3.44
2019-01-01 17:00:00,17,12,0,4.0,1032.8,1.39
2019-01-01 17:15:00,6,5,0,3.6,1033.3,0.21
2019-01-01 17:30:00,0,0,0,3.3,1033.6,0.0
2019-01-01 17:45:00,0,0,0,3.2,1033.6,0.0
2019-01-01 18:00:00,0,0,0,3.2,1033.9,0.0
2019-01-01 18:15:00,0,0,0,3.1,1034.0,0.0
2019-01-01 18:30:00,0,0,0,3.0,1034.4,0.0
2019-01-01 18:45:00,0,0,0,3.1,1034.2,0.0
2019-01-01 19:00:00,0,0,0,2.9,1034.2,0.0
2019-01-01 19:15:00,0,0,0,3.1,1034.3,0.0
2019-01-01 19:30:00,0,0,0,3.0,1034.4,0.0
2019-01-01 19:45:00,0,0,0,2.8,1034.4,0.0
2019-01-01 20:00:00,0,0,0,2.7,1034.2,0.0
2019-01-01 20:15:00,0,0,0,2.9,1034.4,0.0
2019-01-01 20:30:00,0,0,0,2.9,1034.2,0.0
2019-01-01 20:45:00,0,0,0,2.5,1034.1,0.0
2019-01-01 21:00:00,0,0,0,2.5,1034.3,0.0
2019-01-01 21:15:00,0,0,0,2.6,1034.5,0.0
2019-01-01 21:30:00,0,0,0,2.5,1034.6,0.0
2019-01-01 21:45:00,0,0,0,2.3,1034.7,0.0
2019-01-01 22:00:00,0,0,0,2.2,1034.7,0.0
2019-01-01 22:15:00,0,0,0,2.3,1035.0,0.0
2019-01-01 22:30:00,0,0,0,2.2,1035.0,0.0
2019-01-01 22:45:00,0,0,0,2.1,1035.3,0.0
2019-01-01 23:00:00,0,0,0,2.1,1035.1,0.0
2019-01-01 23:15:00,0,0,0,2.0,1035.3,0.0
2019-01-01 23:30:00,0,0,0,1.9,1035.3,0.0
2019-01-01 23:45:00,0,0,0,1.9,1035.3,0.0
2019-01-02 00:00:00,0,0,0,1.8,1035.3,0.0
2019-01-02 00:15:00,0,0,0,1.7,1035.3,0.0
2019-01-02 00:30:00,0,0,0,1.7,1035.4,0.0
2019-01-02 00:45:00,0,0,0,1.7,1035.3,0.0
2019-01-02 01:00:00,0,0,0,1.7,1035.4,0.0
2019-01-02 01:15:00,0,0,0,1.5,1035.3,0.0
2019-01-02 01:30:00,0,0,0,1.6,1035.3,0.0
2019-01-02 01:45:00,0,0,0,1.6,1035.5,0.0
2019-01-02 02:00:00,0,0,0,1.6,1035.4,0.0
2019-01-02 02:15:00,0,0,0,1.6,1035.4,0.0
2019-01-02 02:30:00,0,0,0,1.7,1035.1,0.0
2019-01-02 02:45:00,0,0,0,1.6,1034.9,0.0
2019-01-02 03:00:00,0,0,0,1.5,1034.8,0.0
2019-01-02 03:15:00,0,0,0,1.5,1034.7,0.0
2019-01-02 03:30:00,0,0,0,1.4,1034.3,0.0
2019-01-02 03:45:00,0,0,0,1.4,1034.1,0.0
2019-01-02 04:00:00,0,0,0,1.5,1033.7,0.0
2019-01-02 04:15:00,0,0,0,1.4,1033.6,0.0
2019-01-02 04:30:00,0,0,0,1.4,1033.5,0.0
2019-01-02 04:45:00,0,0,0,1.4,1033.2,0.0
2019-01-02 05:00:00,0,0,0,1.4,1033.0,0.0
2019-01-02 05:15:00,0,0,0,1.4,1033.2,0.0
2019-01-02 05:30:00,0,0,0,1.5,1033.0,0.0
2019-01-02 05:45:00,0,0,0,1.6,1033.0,0.0
2019-01-02 06:00:00,0,0,0,1.5,1033.0,0.0
2019-01-02 06:15:00,0,0,0,1.5,1033.0,0.0
2019-01-02 06:30:00,0,0,0,1.5,1033.1,0.0
2019-01-02 06:45:00,0,0,0,1.6,1033.4,0.0
2019-01-02 07:00:00,0,0,0,1.5,1033.4,0.0
2019-01-02 07:15:00,0,0,0,1.5,1033.2,0.0
2019-01-02 07:30:00,0,0,0,1.4,1033.4,0.0
2019-01-02 07:45:00,5,4,0,1.4,1033.5,0.1
2019-01-02 08:00:00,12,9,0,1.5,1033.6,0.84
2019-01-02 08:15:00,22,16,0,1.6,1033.9,1.71
2019-01-02 08:30:00,32,24,0,1.7,1033.9,2.9
2019-01-02 08:45:00,42,31,0,1.8,1034.0,4.25
2019-01-02 09:00:00,55,39,0,2.1,1034.2,6.13
2019-01-02 09:15:00,61,45,0,2.3,1034.5,7.21
2019-01-02 09:30:00,76,56,0,2.4,1034.5,8.95
2019-01-02 09:45:00,90,66,0,2.6,1034.4,10.37
2019-01-02 10:00:00,110,81,0,2.9,1034.4,12.35
2019-01-02 10:15:00,126,91,0,3.1,1034.2,14.28
2019-01-02 10:30:00,141,104,0,3.1,1033.8,15.85
2019-01-02 10:45:00,154,113,0,3.4,1033.7,16.64
2019-01-02 11:00:00,158,118,0,3.3,1033.2,16.59
2019-01-02 11:15:00,178,131,0,3.4,1033.1,18.75
2019-01-02 11:30:00,170,127,0,3.7,1032.5,17.85
2019-01-02 11:45:00,184,135,0,3.7,1032.1,19.54
2019-01-02 12:00:00,186,137,0,3.8,1031.9,19.76
2019-01-02 12:15:00,190,142,0,4.2,1031.5,19.42
2019-01-02 12:30:00,198,145,0,4.1,1031.2,20.58
2019-01-02 12:45:00,225,161,0,4.5,1030.9,23.29
2019-01-02 13:00:00,197,144,0,4.5,1030.5,20.13
2019-01-02 13:15:00,185,135,0,4.7,1030.4,19.32
2019-01-02 13:30:00,139,104,0,4.5,1030.1,13.8
2019-01-02 13:45:00,147,107,0,4.6,1030.2,14.94
2019-01-02 14:00:00,154,111,0,4.7,1030.0,15.83
2019-01-02 14:15:00,129,93,0,4.8,1030.0,13.88
2019-01-02 14:30:00,121,87,0,4.9,1029.9,13.11
2019-01-02 14:45:00,98,71,0,4.9,1029.8,10.72
2019-01-02 15:00:00,92,67,0,5.1,1029.8,10.27
2019-01-02 15:15:00,84,60,0,4.8,1029.8,9.63
2019-01-02 15:30:00,63,47,0,5.0,1030.0,6.85
2019-01-02 15:45:00,56,41,0,4.9,1030.1,5.93
2019-01-02 16:00:00,46,35,0,5.0,1030.2,4.71
2019-01-02 16:15:00,40,30,0,5.0,1030.1,3.94
2019-01-02 16:30:00,25,19,0,5.0,1030.0,2.18
2019-01-02 16:45:00,15,12,0,4.8,1030.0,1.15
2019-01-02 17:00:00,8,7,0,4.7,1029.9,0.52
2019-01-02 17:15:00,1,1,0,4.6,1030.2,0.0
2019-01-02 17:30:00,0,0,0,4.6,1030.3,0.0
2019-01-02 17:45:00,0,0,0,4.6,1030.3,0.0
2019-01-02 18:00:00,0,0,0,4.6,1030.5,0.0
2019-01-02 18:15:00,0,0,0,4.5,1030.6,0.0
2019-01-02 18:30:00,0,0,0,4.7,1030.9,0.0
2019-01-02 18:45:00,0,0,0,4.6,1030.9,0.0
2019-01-02 19:00:00,0,0,0,4.5,1031.0,0.0
2019-01-02 19:15:00,0,0,0,4.4,1031.1,0.0
2019-01-02 19:30:00,0,0,0,4.4,1031.3,0.0
2019-01-02 19:45:00,0,0,0,3.9,1031.3,0.0
2019-01-02 20:00:00,0,0,0,3.9,1031.2,0.0
2019-01-02 20:15:00,0,0,0,3.8,1031.1,0.0
2019-01-02 20:30:00,0,0,0,4.2,1031.3,0.0
2019-01-02 20:45:00,0,0,0,4.1,1031.3,0.0
2019-01-02 21:00:00,0,0,0,4.1,1031.4,0.0
2019-01-02 21:15:00,0,0,0,4.0,1031.4,0.0
2019-01-02 21:30:00,0,0,0,4.0,1031.3,0.0
2019-01-02 21:45:00,0,0,0,3.9,1031.3,0.0
2019-01-02 22:00:00,0,0,0,4.1,1031.4,0.0
2019-01-02 22:15:00,0,0,0,3.8,1031.4,0.0
2019-01-02 22:30:00,0,0,0,3.5,1031.2,0.0
2019-01-02 22:45:00,0,0,0,3.5,1031.2,0.0
2019-01-02 23:00:00,0,0,0,3.6,1031.3,0.0
