date,Total_Irradiance,Global_Irradiance,Direct_Irradiance,Temperature,Atmosphere,Power
2019-01-01 00:00:00,0,0,0,-11.7,930.5,0.0
2019-01-01 00:15:00,0,0,0,-11.8,930.5,0.0
2019-01-01 00:30:00,0,0,0,-11.4,930.5,0.0
2019-01-01 00:45:00,0,0,0,-11.5,930.5,0.0
2019-01-01 01:00:00,0,0,0,-11.5,930.4,0.0
2019-01-01 01:15:00,0,0,0,-11.8,930.1,0.0
2019-01-01 01:30:00,0,0,0,-11.4,930.0,0.0
2019-01-01 01:45:00,0,0,0,-10.7,930.0,0.0
2019-01-01 02:00:00,0,0,1,-10.9,929.8,0.0
2019-01-01 02:15:00,0,0,0,-10.9,929.8,0.0
2019-01-01 02:30:00,0,0,1,-11.1,929.6,0.0
2019-01-01 02:45:00,0,0,0,-10.1,929.5,0.0
2019-01-01 03:00:00,0,0,1,-10.5,929.5,0.0
2019-01-01 03:15:00,0,0,0,-11.1,929.7,0.0
2019-01-01 03:30:00,0,0,1,-11.3,929.5,0.0
2019-01-01 03:45:00,0,0,0,-11.0,929.6,0.0
2019-01-01 04:00:00,0,0,1,-11.6,929.9,0.0
2019-01-01 04:15:00,0,0,0,-11.3,929.7,0.0
2019-01-01 04:30:00,0,0,1,-11.3,929.6,0.0
2019-01-01 04:45:00,0,0,0,-11.4,929.5,0.0
2019-01-01 05:00:00,0,0,1,-11.7,929.5,0.0
2019-01-01 05:15:00,0,0,0,-11.1,929.3,0.0
2019-01-01 05:30:00,0,0,0,-10.7,929.3,0.0
2019-01-01 05:45:00,0,0,1,-11.4,929.3,0.0
2019-01-01 06:00:00,0,0,0,-11.5,929.1,0.0
2019-01-01 06:15:00,0,0,1,-11.7,929.0,0.0
2019-01-01 06:30:00,0,0,0,-11.6,928.8,0.0
2019-01-01 06:45:00,0,0,1,-12.2,928.7,0.0
2019-01-01 07:00:00,0,0,0,-12.7,928.7,0.0
2019-01-01 07:15:00,0,0,0,-12.7,928.8,0.0
2019-01-01 07:30:00,0,0,0,-12.6,929.0,0.0
