dataset,window_id,start_index,end_index,start_time,end_time,points_per_day,reference_days,alpha,beta,method,volatility,anomaly_density_intensity,turbulence_score,mean,std,cv,trend,range,mean_abs_change,max_abs_change,skewness,kurtosis,realized_volatility,volatility_shock,volatility_ratio_late_early,upside_volatility,downside_volatility,cumulative_change,momentum,trend_consistency,reversal_rate,mean_crossing_rate,lag1_autocorr,mean_reversion_strength,jump_intensity,tail_ratio,max_drawdown,max_drawup,direction_entropy
ETTh1,0,0,23,2016-07-01T00:00:00,2016-07-01T23:00:00,24,30,0.05,0.05,sum,0.16439865016385743,0.03044015351739406,1.0886115143219162,21.07183337211609,3.464180964497596,0.16439865016385743,-0.3973373902362332,13.225999832153324,1.4467388650645383,4.221000671386719,1.2865239879870765,0.7954368741975251,1.8257727831452797,0.034558720175493184,0.6123079233855981,1.5060173029815038,2.1651880370340866,-10.76300048828125,-0.9139995574951172,0.5714285714285714,0.55,0.043478260869565216,-0.1371318788880812,0.18061013975764642,0.0,2.0723101000875825,13.225999832153324,3.376998901367191,0.836477065293406
ETTh1,1,24,47,2016-07-02T00:00:00,2016-07-02T23:00:00,24,30,0.05,0.05,sum,0.12369448552923974,0.0,0.8084282647633728,22.03920833269755,2.6064695893587095,0.1182651186389975,0.24527955345485522,9.496000289916989,1.6209997923477828,5.347000122070302,1.108665561395106,0.017715983039612748,2.189790874858223,0.24082649483900878,1.8766155314137507,2.295288890862253,2.0445212040079244,6.190999984741211,1.4069995880126953,0.5652173913043478,0.5909090909090909,0.21739130434782608,-0.19258285703605146,0.40997416138387754,0.08695652173913043,4.477244867157563,5.909000396728505,9.496000289916989,0.6231645912420036
ETTh1,2,48,71,2016-07-03T00:00:00,2016-07-03T23:00:00,24,30,0.05,0.05,sum,0.1702964282370485,0.3131227978167377,1.3043318801920771,26.626375039418537,3.6708282116570645,0.13786436211628542,-0.08060998999554225,13.717000961303711,1.9298698591149366,7.035001754760742,-0.48313513972088856,-0.4933795834561021,2.4136175435701888,0.205141339591603,1.5355929305039495,1.7768808235232438,2.8760111526417127,-10.762998580932617,-13.365999221801761,0.5217391304347826,0.5454545454545454,0.13043478260869565,-0.01565240217743104,0.1460871847861267,0.043478260869565216,1.996445177879357,13.717000961303711,8.652002334594727,0.6300691427741625
ETTh1,3,72,95,2016-07-04T00:00:00,2016-07-04T23:00:00,24,30,0.05,0.05,sum,0.14133595763196855,0.024342784870563683,0.8854169257139425,27.162666479746502,3.2854681941886037,0.1209552896962019,0.25223652383555495,11.465999603271484,2.122652136761209,6.541999816894531,-0.04738887957667596,-1.08107668383615,2.8066903906785825,0.31208910756904845,1.2574198979395028,3.0794581976212987,2.682538038266531,3.798999786376953,-3.5170001983642614,0.5454545454545454,0.5238095238095238,0.2608695652173913,-0.34036739647374525,0.6012369616911366,0.043478260869565216,3.1074615692303036,7.948999404907227,11.465999603271484,0.762686924608583
ETTh1,4,96,119,2016-07-05T00:00:00,2016-07-05T23:00:00,24,30,0.05,0.05,sum,0.09393669245057727,0.006613683194068187,0.5817987677279776,30.102583169937134,2.275618330000924,0.07559545027742288,0.15096431815105915,7.455999374389645,1.3333914383597996,5.416000366210934,-0.8185468832698471,-0.5630382314077691,1.753718037744965,-0.24852433098690088,1.2537400300747406,1.4944247689015198,2.2212283912085704,4.5019989013671875,-1.0550003051757848,0.6363636363636364,0.3333333333333333,0.13043478260869565,0.1789406356409409,0.13043478260869565,0.0,2.021835055599017,7.245000839233402,7.455999374389645,0.73349578133178
ETTh1,5,120,143,2016-07-06T00:00:00,2016-07-06T23:00:00,24,30,0.05,0.05,sum,0.06386016971880738,0.0,0.39752798512775617,30.020666519800823,1.6220823667699094,0.05403219029663134,-0.08093389676964839,8.652999877929688,1.4741740019425102,6.330999374389648,-1.5484641369283165,4.120013221502192,2.1840845020349087,-0.017979818614755505,2.080999520244504,2.113858324770429,2.3464249477072965,-0.4220008850097621,4.150999069213871,0.5,0.5238095238095238,0.34782608695652173,-0.4904184267737362,0.8382445137302579,0.043478260869565216,5.581306481931045,8.652999877929688,5.909000396728519,0.7662896801928346
ETTh1,6,144,167,2016-07-07T00:00:00,2016-07-07T23:00:00,24,30,0.05,0.05,sum,0.13859291134130416,0.06090146432557858,0.8538254393040464,31.20479146639506,3.627053477557065,0.11623386364561218,0.3684265244525406,13.084999084472656,1.1225649792215084,2.743999481201172,0.28477727921349283,-0.9777754503961549,1.3528414908325266,-0.3888541220685081,1.4926786007699895,1.5458593625048926,1.1477386980939601,3.024999618530284,-2.251001358032216,0.5217391304347826,0.3181818181818182,0.043478260869565216,0.480871948058745,0.043478260869565216,0.0,2.6994961220682767,6.893999099731435,13.084999084472656,0.6300691427741625
ETTh1,7,168,191,2016-07-08T00:00:00,2016-07-08T23:00:00,24,30,0.05,0.05,sum,0.06747979460128281,0.0,0.39842829473523106,31.2692498366038,1.8145135965826051,0.05802868970263071,0.1703078054345164,5.979000091552734,0.6054783696713655,2.0400009155273438,0.48394046031005944,-0.937230102571863,0.8049595187154948,-0.6183315247412041,1.5245813919614133,1.0131426058338229,0.6601255450479981,-0.5620002746582031,-3.094999313354492,0.5909090909090909,0.2857142857142857,0.08695652173913043,0.39392715741807693,0.08695652173913043,0.0,3.6317006433782537,4.219999313354492,5.979000091552734,0.7518181887591273
ETTh1,8,192,215,2016-07-09T00:00:00,2016-07-09T23:00:00,24,30,0.05,0.05,sum,0.0464777676007511,0.0,0.2871135536671818,30.36650005976359,1.2752184939422275,0.041994253240003214,0.09975655265476314,4.573001861572273,0.5383044533107594,1.1960010528564453,0.08811993602835433,-1.0288607493501896,0.6383249020781497,-0.6795741414848064,1.0869155045017098,0.688086727864242,0.6492594525143546,-0.9849987030029261,-1.8990001678466797,0.5238095238095238,0.4,0.13043478260869565,0.09959079884252123,0.13043478260869565,0.0,1.9609243690809528,2.8840007781982493,4.573001861572273,0.8440440051949545
ETTh1,9,216,239,2016-07-10T00:00:00,2016-07-10T23:00:00,24,30,0.05,0.05,sum,0.03250279884689866,0.0,0.21733578065708944,29.331708590189617,0.902363916404492,0.03076411022297755,0.04040479079536738,3.6579990386962926,0.5596087082572617,1.5479984283447301,0.022897238273638616,-0.17310205216014518,0.6837767929863359,-0.6381034757818814,1.0704884697325812,0.783724076182757,0.5955883893924655,-0.3509998321533203,-0.8439998626708949,0.5652173913043478,0.5909090909090909,0.30434782608695654,0.009353762119815902,0.30434782608695654,0.0,2.683366937995411,2.9549999237060582,3.6579990386962926,0.6231645912420036
ETTh1,10,240,263,2016-07-11T00:00:00,2016-07-11T23:00:00,24,30,0.05,0.05,sum,0.07855651411900673,0.0,0.5274054661986989,31.647250016530354,2.1932631755285423,0.0693034362761345,0.2550451942112123,6.330997467041016,0.7033910336701763,1.8290004730224538,0.013081038774973852,-1.447167163130579,0.8928723673451785,-0.5052885107752079,1.2859488585350274,0.9402423800040798,0.92488917913532,4.501998901367195,-0.28100204467772727,0.6190476190476191,0.5,0.043478260869565216,-0.10143922893715845,0.14491748980672367,0.0,2.666671345206199,3.2359981536865234,6.330997467041016,0.8212019455913928
ETTh1,11,264,287,2016-07-12T00:00:00,2016-07-12T23:00:00,24,30,0.05,0.05,sum,0.07824505752165989,0.11287164772031195,0.568521347528949,35.862291971842446,2.211083213431689,0.06165482157557553,0.2240500209642491,7.527000427246094,0.6696520266325574,2.6730003356933594,0.5204783249124358,-0.6391421314001717,0.9637991900786563,-0.44640635730149564,1.6291793627086602,0.9369145003241194,1.0516331246835704,2.743999481201179,-1.6180000305175781,0.5909090909090909,0.47619047619047616,0.043478260869565216,0.25910154362343163,0.043478260869565216,0.0,5.0658665466227015,4.5019989013671875,7.527000427246094,0.7518181887591273
ETTh1,12,288,311,2016-07-13T00:00:00,2016-07-13T23:00:00,24,30,0.05,0.05,sum,0.07741238208484384,0.012327343933822954,0.5444341767573375,36.03820816675822,2.236605800445121,0.06206207005284891,-0.13277439117431758,9.708000183105469,1.3946523251740823,7.175998687744141,-0.9240953511986155,0.4443038746336594,2.1117139224149866,0.2503621233753762,0.8563365074278013,1.827058607538064,2.507865614041338,-1.125,0.6339988708496094,0.5238095238095238,0.5,0.21739130434782608,-0.035959169294946844,0.2533504736427729,0.043478260869565216,3.314502684068057,8.722999572753906,9.708000183105469,0.8440440051949545
ETTh1,13,312,335,2016-07-14T00:00:00,2016-07-14T23:00:00,24,30,0.05,0.05,sum,0.08778317462094129,0.0,0.6030871177379425,33.787000258763634,2.584494219158888,0.07649374607393823,-0.17411306547082064,12.451000213623043,1.9482171431831692,9.847999572753903,-1.6702263877968795,3.497353750178381,2.9987598267715705,0.7422960120648446,3.234008530519846,2.486003430281439,3.5564887424162377,-3.1650009155273438,6.472000122070309,0.5652173913043478,0.5909090909090909,0.21739130434782608,-0.3299051544934934,0.5472964588413195,0.08695652173913043,6.2463263853026545,12.451000213623043,8.229999542236325,0.6231645912420036
ETTh1,14,336,359,2016-07-15T00:00:00,2016-07-15T23:00:00,24,30,0.05,0.05,sum,0.17738742305173746,0.040115880628537104,1.1701494224050322,29.07087516784668,5.277660176311053,0.18154459210546464,-0.5967761197297478,18.501998901367188,1.9209127011506466,6.893999099731449,-0.8352031980744773,-0.409276513091525,2.766346742496806,0.5069491184466892,3.1856084894394296,2.333679268121611,3.248844000040001,-4.783000946044925,4.079999923706055,0.5,0.38095238095238093,0.043478260869565216,-0.3180779768802204,0.3615562377497856,0.17391304347826086,6.042454321315671,18.501998901367188,9.63800048828125,0.7662896801928346
ETTh1,15,360,383,2016-07-16T00:00:00,2016-07-16T23:00:00,24,30,0.05,0.05,sum,0.08873901963001123,0.0,0.5607877864529914,31.31908329327901,2.636147626464736,0.08417065087561931,0.2864930268992551,8.652999877929688,0.813695990520975,2.1800003051757777,-0.17313760891981655,-1.2147487260262373,1.0191981878944367,-0.4654119209508276,1.0275149121635234,1.0779839278011634,0.9372807600179829,3.938999176025394,-4.714000701904293,0.5652173913043478,0.4090909090909091,0.08695652173913043,0.09498615518197161,0.08695652173913043,0.0,2.7683158642266372,4.714000701904293,8.652999877929688,0.6231645912420036
ETTh1,16,384,407,2016-07-17T00:00:00,2016-07-17T23:00:00,24,30,0.05,0.05,sum,0.0869286774302184,0.003811217005013301,0.5721630366941405,34.469958464304604,2.5911281384154705,0.0751706196671809,0.21876216556714867,8.793001174926758,0.8777827387270719,2.1100006103515554,0.5395483312885724,-0.7781867110591625,1.0928523229326128,-0.41332437302826786,1.7416724634806537,1.0736196917552567,1.167800996904265,2.1809997558593643,-3.517997741699226,0.5454545454545454,0.47619047619047616,0.08695652173913043,0.08737981699064841,0.08695652173913043,0.0,3.611002900204777,6.541999816894538,8.793001174926758,0.762686924608583
ETTh1,17,408,431,2016-07-18T00:00:00,2016-07-18T23:00:00,24,30,0.05,0.05,sum,0.0475840102219753,0.0,0.33038636233412627,35.220375061035156,1.4314117000770465,0.040641580255464785,-0.006425675101902599,5.416999816894531,0.9450003582498326,2.533000946044922,0.6241007898484331,-0.3398104870722234,1.254330761872693,-0.31296508113306976,1.2280044928130638,1.1062040328997327,1.3981384323221757,-0.915000915527358,0.5629997253417898,0.5217391304347826,0.6363636363636364,0.2608695652173913,-0.2982158161031152,0.5590853813205066,0.0,5.0663230090371805,5.416999816894531,4.993999481201179,0.6300691427741625
ETTh1,18,432,455,2016-07-19T00:00:00,2016-07-19T23:00:00,24,30,0.05,0.05,sum,0.04761928953700277,0.0,0.32730502825940944,32.37124983469645,1.4460672020646799,0.044671342904654535,-0.004959141275157848,6.541999816894531,0.8105651192043145,4.642997741699226,-1.7753293536978434,3.4862290832682605,1.296257893088777,-0.2792478204062761,0.6473513248010195,1.3026628054380616,1.3382051147154927,-1.3369979858398438,-1.6180000305175781,0.6363636363636364,0.2857142857142857,0.2608695652173913,-0.09750369733607794,0.35837326255346924,0.0,4.34714935921083,6.260997772216797,6.541999816894531,0.73349578133178
