AnomalyDensityIntensityFactor,VolatilityFactor,TurbulenceScore
,,
,,
,,
,,
,,
,,
,,
0.9071391072559449,0.0,0.9071391072559449
0.035240874524939465,0.0,0.035240874524939465
0.0,0.0,0.0
0.5233084514991979,0.0,0.5233084514991979
5.208588956356394,0.0,5.208588956356394
1.3998197807803359,0.0,1.3998197807803359
0.8050544378190674,0.0,0.8050544378190674
4.819554085647251,23.025850929940457,27.84540501558771
0.0,0.0,0.0
0.6086987869164102,0.0,0.6086987869164102
0.27226728945528966,0.0,0.27226728945528966
0.0,0.0,0.0
0.0,0.0,0.0
1.4269396819547904,0.0,1.4269396819547904
2.6790938260840367,0.0,2.6790938260840367
2.886222911731256,0.0,2.886222911731256
7.437432296869873,0.0,7.437432296869873
1.476413648234872,0.0,1.476413648234872
0.388748641101674,0.0,0.388748641101674
0.15775016641704673,0.0,0.15775016641704673
0.36954165568872027,0.0,0.36954165568872027
0.6449954117997575,0.0,0.6449954117997575
0.9795778893152456,23.025850929940457,24.0054288192557
0.0,0.0,0.0
5.00093371055643,0.0,5.00093371055643
1.977006483571343,0.0,1.977006483571343
7.913205123916911,0.0,7.913205123916911
0.3004652004250567,0.0,0.3004652004250567
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0263186454809285,0.0,1.0263186454809285
4.68642997507489,0.0,4.68642997507489
1.204188981859813,0.0,1.204188981859813
0.10678131160155935,0.0,0.10678131160155935
0.24828834123221988,0.0,0.24828834123221988
0.27215373368082385,0.0,0.27215373368082385
0.280465539060286,0.0,0.280465539060286
0.762449658630802,23.025850929940457,23.78830058857126
2.358408508592997,23.025850929940457,25.384259438533455
2.1500834853092696,0.0,2.1500834853092696
3.7691520633686584,0.0,3.7691520633686584
5.5061533036588575,0.0,5.5061533036588575
3.8079170674119855,0.0,3.8079170674119855
1.2748590781346008,0.0,1.2748590781346008
0.23613098052812478,0.0,0.23613098052812478
0.4164787898110763,0.0,0.4164787898110763
5.853100212974548,0.0,5.853100212974548
2.0976354425470625,0.0,2.0976354425470625
3.776724655730169,23.025850929940457,26.802575585670628
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.944232002741561,0.0,3.944232002741561
0.6668480187286874,0.0,0.6668480187286874
0.0,0.0,0.0
0.03630111092279167,0.0,0.03630111092279167
15.252666655059926,23.025850929940457,38.27851758500039
1.7518995232667507,0.0,1.7518995232667507
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.17969371287335872,0.0,0.17969371287335872
0.0,0.0,0.0
13.409056550534103,0.0,13.409056550534103
10.511048624297407,23.025850929940457,33.53689955423786
0.0,0.0,0.0
2.462291928775618,0.0,2.462291928775618
0.0,0.0,0.0
0.21165257720316985,0.0,0.21165257720316985
0.0,0.0,0.0
0.0,0.0,0.0
0.2835802211969878,0.0,0.2835802211969878
0.3145851553647111,0.0,0.3145851553647111
0.3830941245472662,0.0,0.3830941245472662
0.6603262816301789,0.0,0.6603262816301789
0.6460569294891001,0.0,0.6460569294891001
