AnomalyDensityIntensityFactor,VolatilityFactor,TurbulenceScore
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07664048753111319,0.0,0.07664048753111319
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2794616016745398,0.0,0.2794616016745398
1.1985113215323813,0.0,1.1985113215323813
0.7131973076888561,0.0,0.7131973076888561
0.19366272619743313,0.0,0.19366272619743313
0.15032489345459032,0.0,0.15032489345459032
0.24123188694815234,0.0,0.24123188694815234
0.2674287403810381,0.0,0.2674287403810381
0.7826782637268579,0.0,0.7826782637268579
0.4867759254500873,23.02585084720009,23.512626772650176
0.0,0.0,0.0
0.660592509659008,0.0,0.660592509659008
1.9870216147591089,0.0,1.9870216147591089
2.0416163381331005,0.0,2.0416163381331005
1.1513463555255479,0.0,1.1513463555255479
0.6480835774124633,0.0,0.6480835774124633
0.6930043409482662,0.0,0.6930043409482662
2.4770974229725535,0.0,2.4770974229725535
1.9863077369232385,0.0,1.9863077369232385
1.7219719026422637,23.02585084720009,24.747822749842353
1.1494677273374805,0.0,1.1494677273374805
0.4045624688462094,0.0,0.4045624688462094
0.0,0.0,0.0
0.0,0.0,0.0
0.08359449994707033,0.0,0.08359449994707033
0.0,0.0,0.0
0.0,0.0,0.0
0.08426547603637011,0.0,0.08426547603637011
2.2012993364388276,0.0,2.2012993364388276
1.9468439145517147,0.0,1.9468439145517147
0.6969267538023617,0.0,0.6969267538023617
0.0,0.0,0.0
0.0,0.0,0.0
0.5120913071351241,0.0,0.5120913071351241
0.8789890816629023,0.0,0.8789890816629023
0.0,0.0,0.0
0.08369910347096762,0.0,0.08369910347096762
2.6383244074877448,0.0,2.6383244074877448
2.2769234537207272,23.02585084720009,25.302774300920817
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08356095812345307,0.0,0.08356095812345307
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.3870203792261178,3.433987204485147,4.821007583711265
3.8902403772062093,0.0,3.8902403772062093
0.9271681869514805,0.0,0.9271681869514805
0.02089817623159766,0.0,0.02089817623159766
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.022012398789893486,0.0,0.022012398789893486
0.0,0.0,0.0
0.02158493158272587,0.0,0.02158493158272587
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.022012398789893486,0.0,0.022012398789893486
0.04501723561671564,0.0,0.04501723561671564
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.23736295105347263,0.0,0.23736295105347263
0.06406912687630882,0.0,0.06406912687630882
1.211118486943127,0.0,1.211118486943127
0.0,0.0,0.0
0.0,0.0,0.0
