dataset,window_id,start_index,end_index,start_time,end_time,points_per_day,reference_days,alpha,beta,method,volatility,anomaly_density_intensity,turbulence_score,mean,std,cv,trend,range,mean_abs_change,max_abs_change,skewness,kurtosis,realized_volatility,volatility_shock,volatility_ratio_late_early,upside_volatility,downside_volatility,cumulative_change,momentum,trend_consistency,reversal_rate,mean_crossing_rate,lag1_autocorr,mean_reversion_strength,jump_intensity,tail_ratio,max_drawdown,max_drawup,direction_entropy,spectral_entropy,dominant_frequency_energy_ratio,top3_frequency_energy_ratio,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,spectral_centroid,spectral_bandwidth,spectral_flatness,daily_cycle_energy_ratio
Weather,0,0,143,2020-01-01T00:10:00,2020-01-02T00:00:00,144,30,0.05,0.05,sum,0.011595078709196224,0.0011211038995590475,1.0537323137449721,434.97569444444446,5.043577413786571,0.011595078709196224,0.01911200868097508,20.80000000000001,1.6783216783216752,9.0,-0.1369283693184806,-0.940733903282216,2.446004305584325,0.0004423216982616334,1.0963661423488091,2.6486831422538426,2.298063508785376,10.399999999999977,8.399999999999977,0.5214285714285715,0.43884892086330934,0.13286713286713286,-0.014802333788912731,0.1476694666560456,0.03496503496503497,5.179999948199992,18.0,20.80000000000001,0.7095601246000695,0.480007205102886,0.5341404651961738,0.7149181227103352,0.8509869169521003,0.10594100699993321,0.04307207604796669,0.05052391435433944,0.08156644869786622,0.1154967553830164,0.061869585047398125
Weather,1,144,287,2020-01-02T00:10:00,2020-01-03T00:00:00,144,30,0.05,0.05,sum,0.015435793134835535,0.4788864721059172,1.4705436620416288,444.25208333333336,6.714194838280233,0.015113479688718243,-0.03924262519089965,34.19999999999999,2.086713286713289,10.199999999999989,0.6006381478356803,0.019164443577765145,2.931645519933381,0.1990748510442562,0.5603194075281189,3.123881618057313,2.830726708573285,-4.2000000000000455,-9.800000000000011,0.5251798561151079,0.4492753623188406,0.1258741258741259,0.1791823950017356,0.1258741258741259,0.055944055944055944,4.379999970800016,34.19999999999999,30.80000000000001,0.7283241139457011,0.5244704207825485,0.30778580099495334,0.7339721972993466,0.8700478924424297,0.10974842100439797,0.02020368655317227,0.042436178439412234,0.06748815576640853,0.09082734160038419,0.26624521788456695
Weather,2,288,431,2020-01-03T00:10:00,2020-01-04T00:00:00,144,30,0.05,0.05,sum,0.010932324995670569,0.054460566316881835,0.6766651667688414,428.7111111111111,4.806001906053267,0.011210350703263133,-0.08641749055542038,19.899999999999977,0.5748251748251759,4.699999999999989,0.1348917599073597,-1.3754192562679899,0.9688144293936777,-0.6405391889653664,0.9710782588183915,0.7476630257007484,1.2258411671844678,-17.399999999999977,-6.800000000000011,0.5275590551181102,0.40476190476190477,0.02097902097902098,0.2523754120671104,0.02097902097902098,0.0,6.599999779999765,19.899999999999977,11.399999999999977,0.8780962183165806,0.3993713664078773,0.5930157499761367,0.8176062617474321,0.9335642575024282,0.04761099401166867,0.018824748485903122,0.030788281924658448,0.06009552338619657,0.07977473557317433,0.5930157499761367
Weather,3,432,575,2020-01-04T00:10:00,2020-01-05T00:00:00,144,30,0.05,0.05,sum,0.003723028920050126,0.020386514488643325,0.21391091867593648,420.34236111111113,1.623164769701084,0.0038615303139371425,0.013093601800501715,6.900000000000034,0.20979020979020702,2.1000000000000227,0.4572049574649159,-0.14945406731954947,0.3384456448906607,-0.8509156702949012,1.370331053196355,0.3002823530036769,0.5071580644390682,0.8000000000000114,-3.3000000000000114,0.5784313725490197,0.3564356435643564,0.027972027972027972,0.37208647397685496,0.027972027972027972,0.0,6.899999309998426,6.900000000000034,6.5,0.9874123204966617,0.3849093774477645,0.5340881408350923,0.7809415638992299,0.9840162931266919,0.011880396248316244,0.004103310624991832,0.020920037468025284,0.031504046598873174,0.022351245450748562,0.5340881408350923
Weather,4,576,719,2020-01-05T00:10:00,2020-01-06T00:00:00,144,30,0.05,0.05,sum,0.00841692538633452,0.0,0.3901159520489121,419.95902777777775,3.6367035820469087,0.008659662827595367,0.018780041797284614,17.69999999999999,0.6202797202797226,8.699999999999989,0.7656989394052565,0.7242431854278126,1.253777508953658,-0.36444677752861954,0.5512311779834158,1.5026643005009463,1.2002015959695012,3.6999999999999886,5.5,0.5081967213114754,0.4297520661157025,0.07692307692307693,0.2680021756493183,0.07692307692307693,0.013986013986013986,7.566666414444207,17.69999999999999,13.100000000000023,0.9179336464008071,0.5050767716065588,0.45212974553121815,0.6534524115304611,0.930309523424168,0.0585928923309057,0.01109758424492633,0.03548035515252328,0.05210799673258992,0.07829011192996667,0.12576156417680537
Weather,5,720,863,2020-01-06T00:10:00,2020-01-07T00:00:00,144,30,0.05,0.05,sum,0.018531256746866846,0.0021027606903869017,0.8345858558321633,432.5777777777778,7.961918428477422,0.01840574998834899,0.047580178442248884,31.30000000000001,1.1307692307692268,10.899999999999977,0.6109190975428818,-0.843270412459475,1.868752996582948,0.009756631536463292,0.4043704178130037,2.133040344463998,1.5894875237746542,13.300000000000011,13.200000000000045,0.5142857142857142,0.4028776978417266,0.03496503496503497,0.017879956550962185,0.03496503496503497,0.04195804195804196,3.9999999428572246,31.30000000000001,29.69999999999999,0.7100149907588363,0.2731478243768761,0.7355030534777511,0.908193098349351,0.964634224493894,0.024873725884354714,0.010492049621751163,0.02448328018652737,0.04527479975487159,0.035754265915653116,0.07898359774643696
Weather,6,864,1007,2020-01-07T00:10:00,2020-01-08T00:00:00,144,30,0.05,0.05,sum,0.012901809088481087,0.0,0.6216101996425394,435.2506944444445,5.549536974276142,0.012750208201809048,-0.04271461297323389,22.5,1.4293706293706296,8.099999999999966,0.26961159156686915,-0.8511221671997249,2.146390692999067,0.15705817998272145,0.885984919638661,2.141618027982064,2.1665311312919435,0.19999999999998863,11.5,0.5070422535211268,0.48226950354609927,0.1258741258741259,-0.07486454959443209,0.20073867546855798,0.06293706293706294,6.4499999193749,22.5,16.19999999999999,0.6643610440400687,0.43595869607302906,0.4839191871354821,0.7729243397239712,0.9331234942639388,0.039662297264247304,0.02721420847181403,0.03382641963007892,0.06651285007561102,0.08241411583773643,0.4839191871354821
Weather,7,1008,1151,2020-01-08T00:10:00,2020-01-09T00:00:00,144,30,0.05,0.05,sum,0.009637385433752125,0.0,0.46599560899433656,432.28472222222223,4.152431005588514,0.009605777840461913,0.03340527288803652,19.19999999999999,0.8202797202797192,3.8999999999999773,0.005209781750662199,-0.3665532487470311,1.14235066199702,-0.3983958586532507,0.8620082097170958,1.2150340292797124,1.1379806676740996,-4.5,2.5,0.5185185185185185,0.44029850746268656,0.055944055944055944,0.014798133495990727,0.055944055944055944,0.0,4.316666594722094,19.19999999999999,14.699999999999989,0.7913442263709989,0.34534335611498884,0.6113272590063471,0.8549262118373844,0.9487775205027885,0.03735851940103871,0.01386396009617254,0.022294416305120954,0.04833407878453543,0.04349091358426091,0.6113272590063471
Weather,8,1152,1295,2020-01-09T00:10:00,2020-01-10T00:00:00,144,30,0.05,0.05,sum,0.017285924435886984,0.004889363905020366,0.8539052397344816,437.72638888888895,7.45099719380559,0.0170220424967952,-0.13252150148701444,25.80000000000001,0.7594405594405595,5.199999999999989,-0.03781299595592813,-1.3421646176158188,1.1095264535147196,-0.3919713432929854,0.7990929969864241,0.9359644286855703,1.3284189737040681,-13.600000000000023,-7.2000000000000455,0.5074626865671642,0.38345864661654133,0.006993006993006993,0.0886148487540826,0.006993006993006993,0.006993006993006993,4.579999908400021,25.80000000000001,13.0,0.8050080864595741,0.22684226203080704,0.798827343901877,0.9031572349081392,0.9784184677566724,0.014832807403157948,0.0067487248401695375,0.015895905585637464,0.03735857371767907,0.02370177984169651,0.798827343901877
Weather,9,1296,1439,2020-01-10T00:10:00,2020-01-11T00:00:00,144,30,0.05,0.05,sum,0.006090468910117452,0.0,0.3038454896972904,422.6645833333334,2.6297831752087677,0.006221915151742384,-0.0381032473273816,10.199999999999989,0.4069930069930077,2.400000000000034,0.7132352810687195,-0.3889489890410007,0.6081037820883959,-0.6544473886450346,0.7236047665072539,0.44248104330491944,0.8991721961325749,-8.599999999999966,-1.0,0.6178861788617886,0.28688524590163933,0.03496503496503497,0.26493731177880997,0.03496503496503497,0.0,4.633333178888637,10.199999999999989,5.5,0.8891029976578362,0.4866423914507163,0.40235735387119476,0.7314731705820575,0.9377549968452804,0.04667954432887709,0.01556545882584257,0.034055587191605376,0.05617488532343501,0.07740153491474037,0.40235735387119476
