dataset,window_id,start_index,end_index,start_time,end_time,points_per_day,reference_days,alpha,beta,method,volatility,anomaly_density_intensity,turbulence_score,mean,std,cv,trend,range,mean_abs_change,max_abs_change,skewness,kurtosis,realized_volatility,volatility_shock,volatility_ratio_late_early,upside_volatility,downside_volatility,cumulative_change,momentum,trend_consistency,reversal_rate,mean_crossing_rate,lag1_autocorr,mean_reversion_strength,jump_intensity,tail_ratio,max_drawdown,max_drawup,direction_entropy,spectral_entropy,dominant_frequency_energy_ratio,top3_frequency_energy_ratio,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,spectral_centroid,spectral_bandwidth,spectral_flatness,daily_cycle_energy_ratio
Solar8,0,0,95,2019-01-01T00:00:00,2019-01-01T23:45:00,96,30,0.05,0.05,sum,1.535540953487036,0.022931158239744936,1.06937005090001,2.0475,3.1440201176201152,1.535540953487036,0.006071486706456871,9.72,0.24442105263157893,1.7500000000000009,1.2683346317262791,0.09666568478827164,0.4633766229934805,0.0,1.6098928814184166,0.7192808908903392,0.7273202436630686,0.0,0.0,0.5128205128205128,0.34210526315789475,0.021052631578947368,0.35426165053779246,0.021052631578947368,0.042105263157894736,102699999.99999997,9.72,9.72,0.8751674595859606,0.23786557670306827,0.6482318269886341,0.9796311382517504,0.9950707416572687,0.002227254883801958,0.002702003458929458,0.016298140383185108,0.020311793447695473,0.007520929859903607,0.6482318269886341
Solar8,1,96,191,2019-01-02T00:00:00,2019-01-02T23:45:00,96,30,0.05,0.05,sum,1.7228502908895373,0.03695347465313979,1.1987418435985737,2.4644791666666666,3.5275359878248302,1.4313515087581312,0.007233383071079756,10.81,0.2724210526315789,2.41,1.0271721194045431,-0.5840812184366082,0.5191795146392553,0.12042664146717971,1.5046015167916096,0.7809318443081608,0.800992805014009,0.0,0.0,0.5365853658536586,0.275,0.021052631578947368,0.2851642129105324,0.021052631578947368,0.042105263157894736,101399999.99999997,10.81,10.81,0.8936239268350085,0.20602270785786245,0.7089784033511237,0.983091690548955,0.9938236373436816,0.0035622502710093563,0.0026141123853088526,0.015461923078827058,0.02123257949094254,0.0074234872091696385,0.7089784033511237
Solar8,2,192,287,2019-01-03T00:00:00,2019-01-03T23:45:00,96,30,0.05,0.05,sum,1.8593110642270292,0.0840052337161244,1.354594889451285,2.953958333333334,4.194586411665703,1.4199883424667414,0.006968122626152999,12.46,0.3370526315789473,1.8899999999999988,0.9965786777247357,-0.6571320600033901,0.5870425430651692,0.1961421554316223,1.2839223428520137,0.8734033050849609,0.9143112161621992,0.0,0.0,0.5121951219512195,0.375,0.021052631578947368,0.1332883306657544,0.021052631578947368,0.06315789473684211,129600000.00000007,12.46,12.46,0.8945596327804561,0.19786819938785663,0.7168836894940971,0.985654836545515,0.9960786945049442,0.0011100112443661915,0.0028112942506895253,0.01515680422915113,0.022579753934062165,0.005014000226610599,0.7168836894940971
Solar8,3,288,383,2019-01-04T00:00:00,2019-01-04T23:45:00,96,30,0.05,0.05,sum,0.7627675273133404,0.0,0.5473056309782641,1.3677083333333335,1.8982582362779894,1.3879115715939974,0.004337221920781328,5.85,0.16736842105263156,1.12,0.9577810493922739,-0.6750650083869387,0.31065973940021663,-0.40691465670123955,1.8577590279756309,0.39033639338396303,0.586925250777303,0.0,0.0,0.6,0.3333333333333333,0.021052631578947368,0.24820034029928878,0.021052631578947368,0.0,72999999.99999997,5.85,5.85,0.8774731825892309,0.210029282626518,0.7284378380458346,0.9724761389337213,0.9911212831850748,0.006168474597515093,0.00271024221741008,0.01602728188455686,0.024360427571485464,0.011719593258547212,0.7284378380458346
Solar8,4,384,479,2019-01-05T00:00:00,2019-01-05T23:45:00,96,30,0.05,0.05,sum,0.6206886795392395,0.0,0.433278519608297,0.9926041666666666,1.3707359981591296,1.3809492548805242,0.0009230195333695033,3.69,0.12189473684210525,0.8599999999999999,0.8304893723469043,-1.097925173306191,0.2331974541704496,-0.5132587722469295,0.9907167198836565,0.446041851549082,0.3080019762782446,0.0,0.0,0.6052631578947368,0.35135135135135137,0.021052631578947368,0.10137044636289748,0.021052631578947368,0.0,55000000.000000015,3.69,3.69,0.856844233833581,0.20882028463821173,0.7358657538667938,0.9670944915531832,0.9912422321121029,0.004019134836374261,0.004738633051523014,0.01630030169612001,0.026790383732348745,0.012694041530852086,0.7358657538667938
Solar8,5,480,575,2019-01-06T00:00:00,2019-01-06T23:45:00,96,30,0.05,0.05,sum,2.8245499409588053,0.3689411205208723,1.9852851461516052,3.9014583333333337,5.550946799714792,1.4227876632849463,0.00963307107976124,16.01,0.49326315789473685,2.83,1.0124311380665822,-0.6102768125981632,0.8530736995372119,0.9352157213451712,1.1350055892775526,1.3288321940711703,1.2690247474040093,0.0,0.0,0.5121951219512195,0.375,0.021052631578947368,0.027528827739430727,0.021052631578947368,0.21052631578947367,181999999.99999994,16.01,16.01,0.894559632780456,0.19969660933023675,0.7152086145690405,0.9859943289601938,0.9948866849997504,0.0013891858603249246,0.003724129139924481,0.015494196566620792,0.024429621567358308,0.007716920596468965,0.7152086145690405
Solar8,6,576,671,2019-01-07T00:00:00,2019-01-07T23:45:00,96,30,0.05,0.05,sum,0.7173233015865131,0.0,0.47195616013599845,1.171875,1.6412008513204592,1.400491381175932,0.002088442756375468,4.56,0.14968421052631578,1.02,0.9056347985761248,-0.9082775394107752,0.28397924312582384,-0.46534065352808024,1.0873655160284563,0.43225323265749804,0.45567410381641055,0.0,0.0,0.5384615384615384,0.4473684210526316,0.021052631578947368,-0.078486398997546,0.09953903057649337,0.0,66599999.99999998,4.56,4.56,0.8741836657567171,0.20412882152662143,0.7274971286639362,0.9718209047594215,0.99172965410399,0.0025685132321695515,0.005701832663840553,0.016478349035319726,0.03153773625964953,0.009230448655946018,0.7274971286639362
Solar8,7,672,767,2019-01-08T00:00:00,2019-01-08T23:45:00,96,30,0.05,0.05,sum,1.6504190181952076,0.01590262611405562,1.0756167692682586,2.396354166666667,3.5129365445781446,1.4659504754279045,0.0029165084102007583,10.76,0.2701052631578947,1.9600000000000009,1.0918998565476088,-0.4192973313472437,0.5045644291444797,0.002798479552387014,1.3143567243354302,0.8364043413458722,0.7259257412560748,0.0,0.0,0.55,0.3333333333333333,0.021052631578947368,0.43635882508600166,0.021052631578947368,0.031578947368421054,110599999.99999993,10.76,10.76,0.8832707919859558,0.2168927512097634,0.6897800652274861,0.98100858873574,0.9929866841719811,0.004697477105308115,0.0023158387227108944,0.015666207109504185,0.019099196480476758,0.007677306480015495,0.6897800652274861
Solar8,8,768,863,2019-01-09T00:00:00,2019-01-09T23:45:00,96,30,0.05,0.05,sum,1.6861581291872962,0.030274448687805478,1.1236440565760457,2.48875,3.6454607190541317,1.4647757727398791,0.009781063483450897,11.37,0.31873684210526315,2.370000000000001,1.1215998035273544,-0.29606784957634247,0.6058851723761386,0.20453595334036062,1.5588154137182124,0.7678053138654355,1.1381344384561958,0.0,0.0,0.6,0.28205128205128205,0.021052631578947368,0.07241169689914019,0.021052631578947368,0.06315789473684211,151700000.0,11.37,11.37,0.8774731825892309,0.21924843081117565,0.6878972889316737,0.9824477508767485,0.9923065290836022,0.0030626300344122996,0.004630840881985681,0.016472862469623997,0.027677330506296848,0.012216759811967631,0.6878972889316737
Solar8,9,864,959,2019-01-10T00:00:00,2019-01-10T23:45:00,96,30,0.05,0.05,sum,0.8900627526466953,0.0,0.5840555676409926,1.2891666666666668,1.95662372184559,1.5177430174542932,0.0033351871947910994,6.2,0.1463157894736842,0.8500000000000001,1.2335667099734602,-0.017127302597530925,0.2665727904936641,-0.48243405074472345,1.3103381977400947,0.37499841269505335,0.472645869173802,0.0,0.0,0.5526315789473685,0.1891891891891892,0.021052631578947368,0.36686022397345497,0.021052631578947368,0.0,68199999.99999999,6.2,6.2,0.8629526283517037,0.2265309266402074,0.6588613062939128,0.985226978216955,0.9964873085364137,0.0018672682628451751,0.001645423200741103,0.015757206678180077,0.019117093606178703,0.005807687081537073,0.6588613062939128
