dataset,window_id,start_index,end_index,start_time,end_time,points_per_day,reference_days,alpha,beta,method,volatility,anomaly_density_intensity,turbulence_score,mean,std,cv,trend,range,mean_abs_change,max_abs_change,skewness,kurtosis,realized_volatility,volatility_shock,volatility_ratio_late_early,upside_volatility,downside_volatility,cumulative_change,momentum,trend_consistency,reversal_rate,mean_crossing_rate,lag1_autocorr,mean_reversion_strength,jump_intensity,tail_ratio,max_drawdown,max_drawup,direction_entropy,spectral_entropy,dominant_frequency_energy_ratio,top3_frequency_energy_ratio,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,spectral_centroid,spectral_bandwidth,spectral_flatness,daily_cycle_energy_ratio
ETTh1,0,0,23,2016-07-01T00:00:00,2016-07-01T23:00:00,24,30,0.05,0.05,sum,0.16439865016385743,0.03044015351739406,1.0886115143219162,21.07183337211609,3.464180964497596,0.16439865016385743,-0.3973373902362332,13.225999832153324,1.4467388650645383,4.221000671386719,1.2865239879870765,0.7954368741975251,1.8257727831452797,0.034558720175493184,0.6123079233855981,1.5060173029815038,2.1651880370340866,-10.76300048828125,-0.9139995574951172,0.5714285714285714,0.55,0.043478260869565216,-0.1371318788880812,0.18061013975764642,0.0,2.0723101000875825,13.225999832153324,3.376998901367191,0.836477065293406,0.6832780726614245,0.4492408875006973,0.7205590816701757,0.5926642677946236,0.2736721056726092,0.13366362653276737,0.12516020291332902,0.12159439532911243,0.3158424911692645,0.4492408875006973
ETTh1,1,24,47,2016-07-02T00:00:00,2016-07-02T23:00:00,24,30,0.05,0.05,sum,0.12369448552923974,0.0,0.8084282647633728,22.03920833269755,2.6064695893587095,0.1182651186389975,0.24527955345485522,9.496000289916989,1.6209997923477828,5.347000122070302,1.108665561395106,0.017715983039612748,2.189790874858223,0.24082649483900878,1.8766155314137507,2.295288890862253,2.0445212040079244,6.190999984741211,1.4069995880126953,0.5652173913043478,0.5909090909090909,0.21739130434782608,-0.19258285703605146,0.40997416138387754,0.08695652173913043,4.477244867157563,5.909000396728505,9.496000289916989,0.6231645912420036,0.7185164124001117,0.47563880750960935,0.7048702144579945,0.637061751778367,0.1863946840412624,0.17654356418037062,0.13692041036123623,0.1278839201922849,0.5106389205749051,0.47563880750960935
ETTh1,2,48,71,2016-07-03T00:00:00,2016-07-03T23:00:00,24,30,0.05,0.05,sum,0.1702964282370485,0.3131227978167377,1.3043318801920771,26.626375039418537,3.6708282116570645,0.13786436211628542,-0.08060998999554225,13.717000961303711,1.9298698591149366,7.035001754760742,-0.48313513972088856,-0.4933795834561021,2.4136175435701888,0.205141339591603,1.5355929305039495,1.7768808235232438,2.8760111526417127,-10.762998580932617,-13.365999221801761,0.5217391304347826,0.5454545454545454,0.13043478260869565,-0.01565240217743104,0.1460871847861267,0.043478260869565216,1.996445177879357,13.717000961303711,8.652002334594727,0.6300691427741625,0.701137227796241,0.40473838123178374,0.7734382998032295,0.6025215182244351,0.23391544167269424,0.1635630401028708,0.12444210861907984,0.11139272925985196,0.26419261605071737,0.40473838123178374
ETTh1,3,72,95,2016-07-04T00:00:00,2016-07-04T23:00:00,24,30,0.05,0.05,sum,0.14133595763196855,0.024342784870563683,0.8854169257139425,27.162666479746502,3.2854681941886037,0.1209552896962019,0.25223652383555495,11.465999603271484,2.122652136761209,6.541999816894531,-0.04738887957667596,-1.08107668383615,2.8066903906785825,0.31208910756904845,1.2574198979395028,3.0794581976212987,2.682538038266531,3.798999786376953,-3.5170001983642614,0.5454545454545454,0.5238095238095238,0.2608695652173913,-0.34036739647374525,0.6012369616911366,0.043478260869565216,3.1074615692303036,7.948999404907227,11.465999603271484,0.762686924608583,0.6612968666156608,0.5651664037616332,0.722318715279735,0.669267835944764,0.16105302382363273,0.16967914023160338,0.12990256045939136,0.13974161887407083,0.484369092057574,0.5651664037616332
ETTh1,4,96,119,2016-07-05T00:00:00,2016-07-05T23:00:00,24,30,0.05,0.05,sum,0.09393669245057727,0.006613683194068187,0.5817987677279776,30.102583169937134,2.275618330000924,0.07559545027742288,0.15096431815105915,7.455999374389645,1.3333914383597996,5.416000366210934,-0.8185468832698471,-0.5630382314077691,1.753718037744965,-0.24852433098690088,1.2537400300747406,1.4944247689015198,2.2212283912085704,4.5019989013671875,-1.0550003051757848,0.6363636363636364,0.3333333333333333,0.13043478260869565,0.1789406356409409,0.13043478260869565,0.0,2.021835055599017,7.245000839233402,7.455999374389645,0.73349578133178,0.5479590146684614,0.5789288196544193,0.8488245784201615,0.6235551011061644,0.2954455679721323,0.0809993309217032,0.13303716527063422,0.08813109008830453,0.21266727786451667,0.04462628145174509
ETTh1,5,120,143,2016-07-06T00:00:00,2016-07-06T23:00:00,24,30,0.05,0.05,sum,0.06386016971880738,0.0,0.39752798512775617,30.020666519800823,1.6220823667699094,0.05403219029663134,-0.08093389676964839,8.652999877929688,1.4741740019425102,6.330999374389648,-1.5484641369283165,4.120013221502192,2.1840845020349087,-0.017979818614755505,2.080999520244504,2.113858324770429,2.3464249477072965,-0.4220008850097621,4.150999069213871,0.5,0.5238095238095238,0.34782608695652173,-0.4904184267737362,0.8382445137302579,0.043478260869565216,5.581306481931045,8.652999877929688,5.909000396728519,0.7662896801928346,0.8922216682537709,0.21711869442898118,0.543135128285146,0.2907580835602544,0.2908080468843922,0.4184338695553534,0.23301627035823153,0.15371617216626002,0.5085998546778715,0.21711869442898118
ETTh1,6,144,167,2016-07-07T00:00:00,2016-07-07T23:00:00,24,30,0.05,0.05,sum,0.13859291134130416,0.06090146432557858,0.8538254393040464,31.20479146639506,3.627053477557065,0.11623386364561218,0.3684265244525406,13.084999084472656,1.1225649792215084,2.743999481201172,0.28477727921349283,-0.9777754503961549,1.3528414908325266,-0.3888541220685081,1.4926786007699895,1.5458593625048926,1.1477386980939601,3.024999618530284,-2.251001358032216,0.5217391304347826,0.3181818181818182,0.043478260869565216,0.480871948058745,0.043478260869565216,0.0,2.6994961220682767,6.893999099731435,13.084999084472656,0.6300691427741625,0.2255901422164045,0.8757383195394877,0.9586968789496519,0.926135868536019,0.06301632697478099,0.010847804489199862,0.054376461302954524,0.045239074710984095,0.053120143675327046,0.8757383195394877
ETTh1,7,168,191,2016-07-08T00:00:00,2016-07-08T23:00:00,24,30,0.05,0.05,sum,0.06747979460128281,0.0,0.39842829473523106,31.2692498366038,1.8145135965826051,0.05802868970263071,0.1703078054345164,5.979000091552734,0.6054783696713655,2.0400009155273438,0.48394046031005944,-0.937230102571863,0.8049595187154948,-0.6183315247412041,1.5245813919614133,1.0131426058338229,0.6601255450479981,-0.5620002746582031,-3.094999313354492,0.5909090909090909,0.2857142857142857,0.08695652173913043,0.39392715741807693,0.08695652173913043,0.0,3.6317006433782537,4.219999313354492,5.979000091552734,0.7518181887591273,0.23073295853555,0.8802831561269461,0.9468441767850784,0.9107453653413368,0.07334206695242722,0.015912567706236006,0.05698103626400309,0.051578035911774116,0.07645111779721545,0.8802831561269461
ETTh1,8,192,215,2016-07-09T00:00:00,2016-07-09T23:00:00,24,30,0.05,0.05,sum,0.0464777676007511,0.0,0.2871135536671818,30.36650005976359,1.2752184939422275,0.041994253240003214,0.09975655265476314,4.573001861572273,0.5383044533107594,1.1960010528564453,0.08811993602835433,-1.0288607493501896,0.6383249020781497,-0.6795741414848064,1.0869155045017098,0.688086727864242,0.6492594525143546,-0.9849987030029261,-1.8990001678466797,0.5238095238095238,0.4,0.13043478260869565,0.09959079884252123,0.13043478260869565,0.0,1.9609243690809528,2.8840007781982493,4.573001861572273,0.8440440051949545,0.27896067084257403,0.8544364703905348,0.9279691171319637,0.8980422461711587,0.06919800622213441,0.03275974760670706,0.06436784427019646,0.07071029762393782,0.09999991549585391,0.8544364703905348
ETTh1,9,216,239,2016-07-10T00:00:00,2016-07-10T23:00:00,24,30,0.05,0.05,sum,0.03250279884689866,0.0,0.21733578065708944,29.331708590189617,0.902363916404492,0.03076411022297755,0.04040479079536738,3.6579990386962926,0.5596087082572617,1.5479984283447301,0.022897238273638616,-0.17310205216014518,0.6837767929863359,-0.6381034757818814,1.0704884697325812,0.783724076182757,0.5955883893924655,-0.3509998321533203,-0.8439998626708949,0.5652173913043478,0.5909090909090909,0.30434782608695654,0.009353762119815902,0.30434782608695654,0.0,2.683366937995411,2.9549999237060582,3.6579990386962926,0.6231645912420036,0.6388289534390309,0.5111630590065139,0.8140179276000006,0.6448439344857033,0.2692454709485972,0.08591059456569944,0.10448506122612365,0.09685770857193049,0.3632213524871136,0.5111630590065139
ETTh1,10,240,263,2016-07-11T00:00:00,2016-07-11T23:00:00,24,30,0.05,0.05,sum,0.07855651411900673,0.0,0.5274054661986989,31.647250016530354,2.1932631755285423,0.0693034362761345,0.2550451942112123,6.330997467041016,0.7033910336701763,1.8290004730224538,0.013081038774973852,-1.447167163130579,0.8928723673451785,-0.5052885107752079,1.2859488585350274,0.9402423800040798,0.92488917913532,4.501998901367195,-0.28100204467772727,0.6190476190476191,0.5,0.043478260869565216,-0.10143922893715845,0.14491748980672367,0.0,2.666671345206199,3.2359981536865234,6.330997467041016,0.8212019455913928,0.28656153610016716,0.8554503541569539,0.9214026839500935,0.8577778661228422,0.07744472772751249,0.06477740614964536,0.07245420022672408,0.08868271397437685,0.16111839612611414,0.8554503541569539
